REF_AREA,Reference area,Measure,Pollutant,Unit of measure,ISO,ISO 1,TIME_PERIOD,OBS_VALUE
GBR,United Kingdom,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GBR,United Kingdom,2010,12.21124
GBR,United Kingdom,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GBR,United Kingdom,2011,12.745877
GBR,United Kingdom,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GBR,United Kingdom,2012,11.256123
GBR,United Kingdom,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GBR,United Kingdom,2013,11.161183
GBR,United Kingdom,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GBR,United Kingdom,2014,10.585063
GBR,United Kingdom,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GBR,United Kingdom,2015,10.25458
GBR,United Kingdom,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GBR,United Kingdom,2016,9.833046
GBR,United Kingdom,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GBR,United Kingdom,2017,10.175962
GBR,United Kingdom,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GBR,United Kingdom,2018,10.038008
GBR,United Kingdom,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GBR,United Kingdom,2019,9.7462511
GBR,United Kingdom,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GBR,United Kingdom,2020,9.7051897
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),1990,21.574055
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),1995,20.731842
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2000,19.432049
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2001,18.312782
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2002,19.410372
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2003,20.415043
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2004,17.968229
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2005,18.427328
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2006,19.285616
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2007,17.286209
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2008,16.330677
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2009,16.64559
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2010,16.944437
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2011,17.258442
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2012,15.450813
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2013,14.879539
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2014,14.052129
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2015,14.292577
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2016,13.153585
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2017,13.386844
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2018,13.420942
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2019,12.023391
EU27_2020,EU-27,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EU27_2020,European Union (27 countries from 01/02/2020),2020,11.730867
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,1990,18.839022
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,1995,18.421724
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2000,17.864811
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2001,16.621046
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2002,17.054571
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2003,17.385672
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2004,15.904289
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2005,16.270813
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2006,16.59046
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2007,15.977968
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2008,15.265604
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2009,14.683764
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2010,14.617647
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2011,15.225966
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2012,14.251085
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2013,14.276592
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2014,13.843672
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2015,13.730349
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2016,13.02931
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2017,13.061097
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2018,12.914928
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2019,12.140994
OECD,OECD,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECD,OECD,2020,12.0592
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,1990,18.665028
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,1995,17.984591
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2000,16.179861
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2001,15.402246
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2002,14.986132
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2003,16.262695
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2004,13.777282
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2005,14.244442
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2006,15.214841
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2007,13.643921
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2008,13.3204
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2009,14.106471
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2010,13.164913
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2011,13.762856
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2012,12.599144
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2013,12.360271
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2014,10.545852
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2015,11.632177
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2016,10.580653
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2017,9.8603439
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2018,10.080806
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2019,9.3888388
CHE,Switzerland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CHE,Switzerland,2020,9.0037766
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,1990,10.437043
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,1995,9.7949314
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2000,9.7142344
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2001,8.1505518
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2002,8.5319881
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2003,9.4490433
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2004,8.0716066
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2005,8.4429989
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2006,9.395421
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2007,8.2327194
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2008,7.59196
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2009,7.6809807
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2010,7.836596
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2011,7.9245744
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2012,6.6226854
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2013,6.5700912
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2014,6.7738671
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2015,6.3113956
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2016,5.7032928
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2017,6.0692015
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2018,6.293745
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2019,6.0632319
SWE,Sweden,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SWE,Sweden,2020,5.6393833
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,1990,16.985195
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,1995,16.424702
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2000,15.760739
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2001,15.149137
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2002,14.780964
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2003,16.420364
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2004,14.243911
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2005,14.573134
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2006,15.376245
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2007,14.615277
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2008,13.409128
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2009,13.769836
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2010,13.470218
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2011,13.484135
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2012,12.303113
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2013,12.202507
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2014,10.518289
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2015,11.159502
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2016,10.367977
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2017,10.330332
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2018,10.3385
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2019,9.7153521
FRA,France,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,FRA,France,2020,9.4923286
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,1990,26.916529
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,1995,26.205826
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2000,25.459562
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2001,22.048845
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2002,23.247736
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2003,24.729612
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2004,22.085169
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2005,22.647787
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2006,22.757139
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2007,21.53405
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2008,20.219179
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2009,20.523945
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2010,19.572826
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2011,20.701355
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2012,18.220394
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2013,17.529303
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2014,16.428864
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2015,17.270014
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2016,15.288149
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2017,15.555759
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2018,15.920136
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2019,14.534789
ITA,Italy,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,ITA,Italy,2020,14.307714
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,1990,21.341763
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,1995,20.150209
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2000,17.962603
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2001,16.987692
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2002,19.080366
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2003,16.566683
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2004,14.353743
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2005,14.40588
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2006,14.192178
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2007,12.984793
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2008,12.326179
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2009,12.533253
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2010,13.841798
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2011,12.323232
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2012,12.37682
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2013,12.424994
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2014,12.784486
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2015,11.328636
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2016,10.263199
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2017,9.8316193
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2018,11.110213
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2019,10.284086
LTU,Lithuania,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LTU,Lithuania,2020,9.2284288
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,1990,43.593906
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,1995,43.353397
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2000,44.976002
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2001,45.583672
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2002,46.209171
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2003,46.677101
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2004,45.31992
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2005,45.963097
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2006,46.94775
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2007,47.016415
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2008,46.554924
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2009,47.704212
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2010,40.142639
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2011,45.478615
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2012,48.484276
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2013,53.244328
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2014,52.637554
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2015,49.354248
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2016,48.50481
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2017,44.940174
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2018,43.224937
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2019,39.289223
EMES,Emerging market economies,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,EMES,Emerging market economies,2020,34.073059
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,1990,16.740955
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,1995,15.942941
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2000,14.227773
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2001,13.628983
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2002,13.680865
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2003,14.96069
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2004,13.288379
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2005,13.510913
