REF_AREA,Reference area,Measure,Pollutant,Unit of measure,ISO,ISO 1,TIME_PERIOD,OBS_VALUE
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2006,14.164286
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2007,13.089821
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2008,12.343103
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2009,12.410603
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2010,12.996679
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2011,12.695189
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2012,11.359637
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2013,11.69945
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2014,9.9786053
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2015,10.378231
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2016,9.6018362
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2017,9.5908556
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2018,9.2892408
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2019,8.4700317
LUX,Luxembourg,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,LUX,Luxembourg,2020,8.6708956
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,1990,21.976738
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,1995,22.26058
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2000,23.953382
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2001,22.293045
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2002,23.069351
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2003,24.297155
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2004,21.35017
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2005,22.11215
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2006,22.807699
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2007,22.063066
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2008,21.313934
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2009,20.508415
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2010,19.959412
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2011,20.99859
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2012,18.490511
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2013,17.66991
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2014,16.582581
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2015,16.990938
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2016,15.531213
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2017,15.426646
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2018,15.352636
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2019,14.72214
GRC,Greece,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,GRC,Greece,2020,14.183685
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,1990,18.053808
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,1995,17.839733
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2000,17.506521
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2001,15.687838
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2002,15.808574
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2003,15.78619
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2004,14.554498
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2005,15.044976
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2006,14.920903
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2007,14.913724
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2008,13.779398
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2009,12.585434
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2010,12.44667
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2011,13.224272
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2012,12.312955
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2013,12.435579
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2014,11.97416
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2015,11.720057
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2016,11.076007
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2017,11.190028
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2018,10.737065
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2019,9.7462158
OECDA,OECD America,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,OECDA,OECD America,2020,10.207771
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,1990,19.881613
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,1995,19.600504
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2000,21.089485
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2001,20.413231
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2002,20.727266
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2003,20.841009
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2004,19.231668
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2005,19.85335
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2006,20.966852
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2007,20.933558
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2008,18.891958
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2009,17.556034
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2010,17.393717
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2011,19.219208
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2012,17.731142
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2013,18.300871
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2014,17.31377
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2015,17.429867
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2016,16.706202
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2017,16.97337
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2018,14.904103
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2019,13.220146
CRI,Costa Rica,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,CRI,Costa Rica,2020,14.143956
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,1990,16.387531
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,1995,15.231306
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2000,15.339954
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2001,13.022419
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2002,14.187483
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2003,15.709373
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2004,13.003628
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2005,13.842635
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2006,14.72772
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2007,13.714826
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2008,11.672663
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2009,11.973051
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2010,12.816521
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2011,13.070372
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2012,10.601807
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2013,10.203118
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2014,10.592395
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2015,10.030629
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2016,9.0609465
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2017,9.9025126
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2018,10.144231
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2019,9.4111681
DNK,Denmark,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,DNK,Denmark,2020,8.8902245
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,1990,13.07648
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,1995,12.737233
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2000,12.287819
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2001,11.395094
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2002,11.62493
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2003,13.964695
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2004,10.627783
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2005,11.612464
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2006,11.838674
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2007,11.670376
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2008,10.660091
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2009,10.472997
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2010,10.149231
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2011,10.333496
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2012,9.4134693
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2013,9.024231
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2014,8.6869516
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2015,8.6529465
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2016,7.9643669
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2017,8.2367802
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2018,8.1487598
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2019,7.7420788
IRL,Ireland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,IRL,Ireland,2020,8.0036783
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,1990,24.251242
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,1995,23.80179
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2000,20.622944
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2001,20.442095
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2002,23.207571
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2003,24.471193
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2004,20.973095
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2005,21.871258
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2006,23.249201
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2007,18.456877
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2008,18.252047
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2009,19.068502
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2010,20.344542
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2011,21.166656
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2012,18.820997
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2013,17.746496
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2014,17.826981
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2015,17.858593
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2016,16.131699
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2017,16.904064
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2018,17.365629
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2019,14.535655
HUN,Hungary,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,HUN,Hungary,2020,14.027775
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,1990,30.193129
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,1995,29.222672
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2000,25.575716
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2001,25.551405
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2002,29.642073
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2003,30.35924
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2004,26.330309
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2005,27.535805
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2006,29.693335
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2007,24.138058
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2008,23.158625
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2009,24.259169
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2010,26.746275
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2011,26.337671
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2012,23.941313
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2013,23.006567
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2014,23.265324
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2015,22.247061
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2016,21.09329
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2017,22.104265
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2018,22.257832
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2019,18.638567
POL,Poland,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,POL,Poland,2020,17.835238
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,1990,25.0254
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,1995,24.58239
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2000,21.223072
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2001,21.536894
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2002,24.403688
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2003,25.435001
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2004,22.084188
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2005,23.17889
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2006,24.540848
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2007,19.659687
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2008,19.383183
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2009,20.226278
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2010,21.297821
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2011,22.371117
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2012,20.184235
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2013,19.434631
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2014,19.120956
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2015,19.040979
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2016,17.739479
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2017,18.043015
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2018,18.528942
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2019,15.721584
SVK,Slovak Republic,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVK,Slovak Republic,2020,15.266103
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,1990,23.226135
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,1995,22.486645
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2000,20.397202
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2001,19.762749
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2002,22.313456
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2003,23.498381
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2004,20.567587
SVN,Slovenia,Mean population-weighted exposure,Fine particulate matter (PM2.5),Microgrammes per cubic metre,SVN,Slovenia,2005,21.650221
