Year,NOC,Total Athletes,Medal Count,Average Age (M),Average Height (M),Average Weight (M),Average Age (F),Average Height (F),Average Weight (F)
1972,PAR,3,0.0,25.666666666666668,173.0,74.0,,,
1972,PER,20,0.0,21.85185185185185,173.25,73.79166666666667,24.75,166.25,60.25
1972,PHI,55,0.0,24.59722222222222,172.87878787878788,66.82089552238806,21.11111111111111,162.625,56.625
1972,POL,340,47.0,22.176345144356954,172.46784776902888,72.82168635170603,21.956989247311828,163.80645161290323,57.5268817204301
1972,POR,29,0.0,30.5609756097561,173.41176470588235,70.20588235294117,,,
1972,PRK,43,15.0,24.91304347826087,163.4927536231884,60.05797101449275,24.83333333333333,167.8181818181818,67.3
1972,PUR,53,0.0,25.48333333333333,178.60344827586206,76.64912280701755,,,
1972,ROU,175,40.0,30.5735524256651,174.195688225539,75.54333333333334,21.265625,163.96825396825398,56.76190476190476
1972,SEN,38,0.0,25.857142857142858,179.97297297297297,72.43243243243244,,,
1972,SGP,7,0.0,21.88888888888889,168.5,56.0,17.666666666666668,168.33333333333334,60.333333333333336
1972,SMR,7,0.0,28.571428571428573,180.0,77.28571428571429,,,
1972,SOM,3,0.0,24.75,176.75,65.0,,,
1972,SRI,4,0.0,25.33333333333333,167.5,55.5,,,
1972,SUD,26,0.0,24.666666666666668,169.95833333333334,65.58333333333333,,,
1972,SUI,203,25.0,29.083676268861453,180.14197530864195,82.79218106995886,18.50561797752809,163.0,52.70786516853933
1972,SUR,2,0.0,19.0,168.33333333333334,63.66666666666666,,,
1972,SWE,189,26.0,25.721698113207548,181.60377358490567,76.59241706161137,22.72,167.25333333333333,57.62162162162162
1972,SWZ,2,0.0,34.0,170.5,71.0,,,
1972,SYR,5,0.0,34.25,165.25,60.75,18.0,171.0,56.0
1972,TAN,15,0.0,23.0,171.71428571428572,61.85714285714285,,,
1972,TCH,222,49.0,28.398785425101217,171.15941295546557,70.5673076923077,21.621951219512194,164.4878048780488,57.80487804878049
1972,THA,33,0.0,29.16216216216216,167.13888888888889,61.36111111111112,,,
1972,TOG,7,0.0,22.166666666666668,173.0,67.0,,,
1972,TPE,26,0.0,23.394736842105264,173.3684210526316,67.76315789473684,17.0,163.53333333333333,53.71428571428572
1972,TTO,19,0.0,23.114285714285717,177.85294117647058,73.55882352941177,16.0,162.0,50.0
1972,TUN,35,1.0,23.324324324324323,178.8181818181818,72.81818181818181,,,
1972,TUR,43,1.0,25.918367346938776,173.57142857142858,69.51020408163265,22.0,166.0,50.0
1972,UGA,33,2.0,26.0,173.57575757575756,67.72727272727273,18.0,168.0,52.5
1972,URS,451,259.0,22.040689410092394,174.49277777777777,73.03786191536749,20.720588235294116,159.43343195266272,49.65868263473054
1972,URU,13,0.0,25.07692307692308,172.76923076923077,69.61538461538461,18.285714285714285,165.28571428571428,62.0
1972,USA,505,195.0,24.655077561327563,179.7156768081618,74.80327272727273,18.676923076923078,159.42692307692306,49.864102564102566
1972,VEN,23,0.0,23.68,177.25,71.16666666666667,16.125,165.5,56.625
1972,VNM,2,0.0,43.0,162.0,53.0,,,
1972,YUG,152,18.0,26.874570446735394,177.75573192239858,72.27160493827161,21.91111111111111,160.53333333333333,52.02222222222223
1972,ZAM,11,0.0,23.75,171.125,60.25,16.0,163.25,54.25
1976,AHO,4,0.0,27.33333333333333,174.5,66.0,,,
1976,AND,8,0.0,20.642857142857142,174.66666666666666,78.0,,,
1976,ANT,10,0.0,23.1875,178.64285714285714,71.64285714285714,,,
1976,ARG,77,0.0,24.67961165048544,178.7792207792208,78.41558441558442,16.5,160.22222222222223,54.72222222222222
1976,AUS,188,23.0,25.51173708920188,180.95384615384611,76.32307692307693,19.33333333333333,166.46478873239437,57.83098591549296
1976,AUT,142,8.0,26.716092853416797,179.2901234567901,81.18055555555556,20.0,169.26315789473685,60.63157894736842
1976,BAH,11,0.0,23.764705882352946,181.92857142857144,77.64285714285714,18.0,170.0,52.0
1976,BAR,11,0.0,22.928571428571427,172.85714285714286,68.14285714285714,24.666666666666668,159.0,57.0
1976,BEL,105,9.0,24.798076923076923,180.68085106382975,76.19148936170212,18.392857142857142,165.64150943396226,55.66037735849056
1976,BER,16,1.0,25.36842105263158,177.78947368421052,75.10526315789474,18.0,156.0,53.0
1976,BIZ,4,0.0,44.333333333333336,175.33333333333334,66.66666666666667,,,
1976,BOL,4,0.0,30.8,173.4,67.4,,,
1976,BRA,79,3.0,24.037974683544306,178.92207792207793,75.1948051948052,20.2,168.0,56.2
1976,BUL,187,39.0,23.22596153846154,173.40588235294118,71.66470588235295,21.28409090909091,164.375,56.92045454545455
1976,CAN,445,26.0,25.87833479917913,178.7135241301908,73.92508417508418,20.461111111111112,168.33333333333334,59.102222222222224
1976,CAY,2,0.0,24.5,177.0,77.0,,,
1976,CHI,12,0.0,24.1,174.22222222222223,69.44444444444444,,,
1976,CIV,8,0.0,24.5,177.28571428571428,73.0,12.0,169.0,56.0
1976,CMR,4,0.0,23.75,174.0,68.5,,,
1976,COL,35,0.0,24.526315789473685,164.9189189189189,63.21621621621622,18.0,159.33333333333334,53.16666666666666
1976,CRC,5,0.0,33.0,174.2,73.8,15.0,166.0,48.0
1976,CUB,156,24.0,23.670731707317078,178.07361963190183,75.77845528455285,22.866666666666667,170.16666666666666,64.46666666666667
1976,DEN,66,8.0,27.264705882352946,179.4558823529412,73.88235294117646,24.46153846153846,167.15384615384616,60.583333333333336
1976,DOM,10,0.0,21.22222222222222,168.44444444444446,57.77777777777778,19.0,160.0,52.0
1976,ECU,5,0.0,21.375,176.28571428571428,72.71428571428571,,,
1976,EGY,26,0.0,24.692307692307693,183.19230769230768,74.15384615384616,,,
1976,ESP,117,6.0,24.055172413793105,173.60902255639098,71.61654135338345,16.923076923076923,162.26923076923077,52.0
1976,FIJ,2,0.0,24.0,,,24.0,167.0,56.0
1976,FIN,130,22.0,26.329032258064515,180.25806451612905,77.70645161290322,26.03125,168.0,58.640625
1976,FRA,244,21.0,25.532073310423826,179.00249687890138,73.72409488139824,21.63636363636364,165.34426229508196,55.377049180327866
1976,FRG,362,110.0,28.872076023391813,179.6768077601411,80.95723104056437,20.45774647887324,167.0,56.226950354609926
1976,GBR,332,33.0,25.95708534621578,178.6326844262295,78.99747793190417,21.2592,165.50877192982455,56.300877192982455
1976,GDR,331,227.0,23.886720363486162,182.76311441553077,79.87453531598513,18.274647887323944,164.9154929577465,52.79577464788733
1976,GRE,40,0.0,25.5,174.75675675675674,72.83783783783784,21.0,173.0,64.5
1976,GUA,28,0.0,24.423076923076923,174.26923076923077,68.11538461538461,32.0,162.5,50.0
1976,HAI,13,0.0,25.818181818181817,172.54545454545453,67.0,20.666666666666668,161.33333333333334,59.333333333333336
1976,HKG,25,0.0,27.282608695652176,173.8409090909091,62.59090909090909,15.0,164.5,51.0
1976,HON,3,0.0,22.0,167.33333333333334,57.66666666666666,,,
1976,HUN,181,55.0,24.656565656565657,175.7076923076923,72.85641025641026,21.6989247311828,166.8494623655914,56.1505376344086
1976,INA,7,0.0,22.125,167.0,64.5,27.33333333333333,160.33333333333334,53.0
1976,IND,26,0.0,26.666666666666668,171.08333333333334,65.29166666666667,,,
1976,IRI,88,2.0,25.65,173.9,71.79,23.571428571428573,158.57142857142858,52.42857142857143
1976,IRL,44,0.0,25.01851851851852,176.75,73.15384615384616,19.2,165.0,55.4
1976,ISL,21,0.0,23.76923076923077,184.8,93.6,17.5,170.0,56.0
1976,ISR,26,0.0,24.59375,173.17241379310346,73.20689655172414,19.5,165.0,56.0
1976,ISV,21,0.0,28.666666666666668,179.0,75.0,15.5,162.25,54.0
1976,ITA,269,35.0,23.6371412803532,177.61928104575165,79.18382352941177,19.21646341463415,163.92,53.48
1976,JAM,20,2.0,22.88235294117647,181.4705882352941,72.82352941176471,23.0,165.6315789473684,53.73684210526316
1976,JPN,275,41.0,28.570776255707766,172.47380952380954,70.45,20.983193277310924,160.91596638655463,53.6218487394958
1976,KOR,53,17.0,24.79069767441861,173.58139534883722,69.32558139534883,19.41176470588235,169.0,62.5
1976,KSA,14,0.0,22.894736842105264,175.89473684210526,71.73684210526316,,,
1976,KUW,15,0.0,20.764705882352946,172.4375,68.125,,,
1976,LIB,4,0.0,20.666666666666668,177.5,83.5,22.0,,
1976,LIE,15,2.0,21.72222222222222,178.2,77.53333333333333,17.545454545454547,162.33333333333334,52.16666666666666
1976,LUX,8,0.0,28.22222222222222,177.8,72.4,,,
1976,MAR,9,0.0,25.25,173.22222222222223,62.22222222222222,,,
1976,MAS,23,0.0,25.2,172.16,61.8,,,
1976,MEX,97,2.0,24.64754098360656,175.6637168141593,70.36283185840708,17.933333333333334,162.73333333333332,52.266666666666666
1976,MGL,32,1.0,26.32258064516129,171.83870967741936,68.80645161290323,26.0,165.5,56.5
1976,MON,8,0.0,36.3,174.71428571428572,75.57142857142857,,,
1976,NCA,15,0.0,20.058823529411764,170.27272727272728,65.36363636363636,,,
1976,NED,115,20.0,24.949494949494948,182.65060240963857,78.16867469879519,20.78787878787879,169.56043956043956,60.40659340659341
1976,NEP,1,0.0,23.0,162.0,50.0,,,
1976,NOR,107,16.0,22.143589743589743,179.48717948717947,72.60981912144702,22.807692307692307,171.0,61.69230769230769
1976,NZL,85,25.0,25.63636363636364,179.78666666666666,75.74647887323944,18.043478260869566,169.26315789473685,61.42105263157895
1976,PAK,24,16.0,25.565217391304348,173.78947368421052,67.825,,,
1976,PAN,8,0.0,22.2,171.83333333333334,70.66666666666667,17.0,173.0,60.0
1976,PAR,4,0.0,27.83333333333333,172.66666666666666,71.33333333333333,,,
1976,PER,13,0.0,,,,21.571428571428573,170.21428571428572,62.85714285714285
1976,PHI,14,0.0,25.166666666666668,167.2941176470588,57.0,,,
1976,PNG,6,0.0,23.33333333333333,167.44444444444446,57.11111111111112,,,
1976,POL,265,73.0,24.151851851851855,176.06772486772488,76.75132275132275,23.35,167.96666666666667,64.3
1976,POR,19,2.0,20.916666666666668,171.7826086956522,65.73913043478261,,,
1976,PRK,38,2.0,25.13157894736842,171.1578947368421,69.60526315789474,22.5,163.5,57.0
1976,PUR,80,1.0,23.956521739130437,178.06666666666666,73.88,17.95,167.25,54.2
1976,ROU,192,55.0,26.569948186528496,176.02734082397004,78.36554307116104,21.311827956989248,165.05376344086022,57.13978494623656
1976,SEN,21,0.0,28.0,179.4,81.76666666666667,22.0,171.66666666666666,55.0
1976,SGP,4,0.0,25.0,166.33333333333334,72.66666666666667,21.0,165.0,53.0
1976,SMR,12,0.0,28.727272727272727,177.75,79.0,17.0,164.0,53.0
1976,SUI,113,19.0,28.220815752461323,178.26025354213274,79.35160328113348,22.294117647058822,168.66666666666666,59.46666666666667
1976,SUR,3,0.0,23.0,176.0,67.33333333333333,,,
1976,SWE,155,12.0,25.57894736842105,180.57894736842104,77.0,20.47058823529412,170.68627450980392,59.6078431372549
1976,TCH,221,34.0,25.204,178.53012048192772,77.32128514056225,20.56043956043956,166.5,56.86904761904762
1976,THA,42,1.0,27.72222222222222,169.46153846153845,61.78846153846154,16.142857142857142,165.85714285714286,46.57142857142857
1976,TPE,6,0.0,23.545454545454547,174.4,68.0,,,
1976,TTO,13,1.0,24.45,176.73684210526315,70.84210526315789,,,
1976,TUN,15,0.0,23.5,183.23076923076923,81.07692307692308,17.0,170.0,50.0
1976,TUR,36,0.0,24.444444444444443,167.6969696969697,66.42424242424242,17.0,160.0,55.0
1976,URS,491,342.0,24.84747830802603,177.18567415730337,73.12002341920375,21.754587155963304,163.8721198156682,51.531400966183575
1976,URU,9,0.0,21.83333333333333,177.5,80.0,16.666666666666668,169.0,61.0
1976,USA,504,175.0,25.302083333333332,180.72731906218144,79.32556065239551,20.16087443946188,161.56758373205741,50.74222488038278
1976,VEN,32,1.0,21.38235294117647,172.15,66.3,15.636363636363637,166.27272727272728,56.0
1976,YUG,116,19.0,24.015503875968992,184.55238095238096,82.4952380952381,25.285714285714285,178.0,68.4
1980,AFG,11,0.0,23.63636363636364,168.36363636363637,63.18181818181818,,,
1980,ALG,54,0.0,23.372881355932204,175.45,69.16666666666667,,,
1980,AND,5,0.0,20.90909090909091,176.6,85.2,,,
1980,ANG,11,0.0,17.4,172.86666666666667,63.86666666666667,17.0,163.0,52.0
1980,ARG,13,0.0,23.24,175.25,68.5,,,
1980,AUS,129,13.0,23.587412587412587,182.992700729927,79.00729927007299,20.151515151515152,167.8135593220339,60.644067796610166
1980,AUT,129,13.0,27.35062893081761,180.44798890429956,79.22543920480814,20.88888888888889,167.38888888888889,59.61111111111112
1980,BEL,61,1.0,24.7,179.33333333333334,72.56140350877193,19.53333333333333,170.16666666666666,60.73333333333333
1980,BEN,16,0.0,24.0,169.42857142857142,62.71428571428572,,,
1980,BOL,3,0.0,20.875,185.0,72.0,,,
1980,BOT,7,0.0,26.0,171.75,64.0,,,
1980,BRA,106,9.0,23.638461538461534,180.71317829457365,76.01550387596899,21.26315789473684,170.26315789473685,60.1578947368421
1980,BUL,279,91.0,23.931407942238263,177.8188679245283,75.62264150943396,21.301470588235293,167.10294117647058,58.74264705882353
1980,CAN,61,2.0,27.027777777777775,179.16129032258064,84.82258064516128,21.764705882352946,166.42307692307693,58.44
1980,CGO,23,0.0,26.6,175.0,65.8,,,
1980,CHN,24,0.0,24.227272727272727,166.75,56.75,18.625,160.28571428571428,54.333333333333336
1980,CMR,25,0.0,25.73913043478261,174.29166666666666,73.36,21.0,168.0,75.0
1980,COL,23,0.0,25.0,174.03571428571428,70.78571428571429,,,
1980,CRC,30,0.0,24.33333333333333,175.74193548387098,69.96774193548387,19.0,166.0,48.0
1980,CUB,208,20.0,23.65873015873016,176.71314741035857,75.11111111111111,24.25,174.94444444444446,69.38888888888889
1980,CYP,17,0.0,24.176470588235293,177.0,74.6923076923077,15.0,162.5,52.0
1980,DEN,58,8.0,26.875,182.8571428571429,79.78571428571429,23.0,168.0,63.25
1980,DOM,6,0.0,21.4,174.25,70.66666666666667,24.0,172.0,64.0
1980,ECU,12,0.0,19.666666666666668,174.33333333333334,68.16666666666667,22.0,172.0,67.0
1980,ESP,163,24.0,23.904040404040405,178.93121693121694,74.88359788359789,16.464285714285715,160.36,47.84
1980,ETH,41,4.0,25.89130434782609,173.3913043478261,59.47826086956522,17.5,164.0,50.0
1980,FIN,157,21.0,25.607526881720432,179.8279569892473,75.91129032258064,26.125,164.91666666666666,58.645833333333336
1980,FRA,143,30.0,23.91584158415841,176.7213930348259,70.48258706467662,21.642857142857142,167.33333333333334,57.04761904761905
1980,FRG,82,8.0,26.9518779342723,180.14964788732394,80.42406103286385,20.387096774193548,167.73333333333332,58.7
1980,GBR,316,51.0,26.87934027777778,178.38628536857783,78.19519421692728,19.60472440944882,163.94565217391306,52.45652173913044
1980,GDR,402,303.0,25.38389694041868,181.86423923923925,82.71909409409409,18.59600614439324,161.89252336448598,50.66822429906542
1980,GRE,44,5.0,23.39130434782609,177.0952380952381,78.53488372093024,20.2,173.6,64.8
1980,GUA,10,0.0,28.3,175.3,70.1,,,
1980,GUI,9,0.0,26.666666666666668,171.2,64.4,,,
1980,GUY,8,1.0,25.125,179.375,64.5,20.0,175.0,61.0
1980,HUN,265,63.0,24.81549815498155,177.6037037037037,74.28518518518518,22.3739837398374,167.09756097560975,57.26829268292683
1980,IND,72,16.0,26.810344827586206,173.7,67.45,21.058823529411764,160.35294117647058,55.0
1980,IRL,47,3.0,25.5,179.1764705882353,75.03921568627452,17.6,163.0,56.2
1980,IRQ,43,0.0,24.43478260869565,172.73684210526315,70.56976744186046,,,
1980,ISL,15,0.0,23.181818181818183,188.55555555555557,90.41666666666669,19.0,,
1980,ITA,209,40.0,25.200680272108844,182.13407821229052,79.97579143389198,20.6027397260274,169.94117647058823,59.89705882352941
1980,JAM,18,3.0,22.38888888888889,182.44444444444449,73.88888888888889,23.285714285714285,166.85714285714286,56.642857142857146
1980,JOR,4,0.0,36.66666666666666,169.33333333333334,70.0,,,
1980,JPN,50,1.0,25.169014084507044,170.11428571428573,67.81428571428572,20.55555555555556,157.77777777777777,52.77777777777778
1980,KOR,10,0.0,19.6,178.0,73.5,20.11111111111111,167.375,62.0
1980,KUW,56,0.0,20.416666666666668,171.0327868852459,72.70491803278688,,,
1980,LAO,19,0.0,21.88235294117647,165.76470588235293,57.8235294117647,19.0,159.5,47.5
1980,LBA,29,0.0,,169.82608695652175,63.0,,137.6,45.8
1980,LES,5,0.0,26.714285714285715,168.57142857142858,68.71428571428571,,,
1980,LIB,18,1.0,22.22222222222222,171.66666666666666,76.375,26.0,,
1980,LIE,7,4.0,21.22222222222222,176.14285714285714,72.28571428571429,20.375,164.375,57.0
1980,LUX,3,0.0,30.0,175.33333333333334,95.33333333333331,,,
1980,MAD,11,0.0,20.63636363636364,167.08333333333334,59.66666666666666,16.333333333333332,154.66666666666666,46.66666666666666
1980,MEX,45,10.0,28.38,169.87755102040816,64.32,16.208333333333332,161.54166666666666,51.79166666666666
1980,MGL,46,4.0,25.76363636363636,171.60416666666666,69.0625,15.333333333333334,155.08333333333334,44.5
1980,MLI,7,0.0,25.0,177.66666666666666,69.4,,,
1980,MLT,8,0.0,26.272727272727277,168.55555555555554,56.66666666666666,22.0,170.0,61.0
1980,MOZ,14,0.0,24.75,170.0,61.0,25.0,,
1980,MYA,2,0.0,28.5,163.5,69.0,,,
1980,NCA,5,0.0,19.0,163.66666666666666,55.66666666666666,15.666666666666666,162.0,49.0
1980,NED,104,10.0,24.38135593220339,185.2072072072072,81.55855855855856,21.463414634146343,172.57142857142858,64.05714285714286
1980,NEP,10,0.0,23.6,164.22222222222223,54.4,,,
1980,NGR,44,0.0,23.41304347826087,175.9268292682927,69.13793103448276,21.9,168.6,56.7
1980,NOR,63,15.0,24.6625,181.28358208955223,75.53731343283582,22.65,170.75,60.1875
1980,NZL,9,0.0,24.0,180.57142857142856,82.2,19.5,,
1980,PER,28,0.0,27.11111111111111,175.88888888888889,79.44444444444444,18.6,169.55,63.3
1980,POL,336,50.0,25.31212121212121,179.87878787878788,76.35909090909091,21.275590551181104,164.79527559055117,55.874015748031496
1980,POR,11,0.0,22.76923076923077,171.46153846153845,62.92307692307692,18.0,162.0,45.0
1980,PRK,47,5.0,23.373493975903614,164.36144578313252,61.36144578313253,14.921052631578949,144.73684210526315,36.1578947368421
1980,PUR,3,0.0,19.0,169.33333333333334,57.333333333333336,,,
1980,ROU,263,68.0,27.2520325203252,179.14814814814815,80.89506172839506,21.223140495867767,167.92436974789916,58.54621848739496
1980,SEN,32,0.0,25.433333333333334,184.65714285714284,78.71428571428571,19.5,171.5,61.5
1980,SEY,11,0.0,23.41176470588235,180.4705882352941,70.05882352941177,20.0,165.0,52.0
1980,SLE,14,0.0,23.608695652173918,180.20833333333331,62.25,18.571428571428573,181.7142857142857,54.57142857142857
1980,SMR,16,0.0,28.75,174.6875,72.625,,,
1980,SRI,4,0.0,28.0,172.5,59.5,,,
1980,SUI,121,11.0,29.316666666666666,179.17624521072798,81.01245210727969,21.33333333333333,166.5,56.69230769230769
1980,SWE,206,43.0,24.84255319148936,182.7659574468085,78.33617021276596,21.25333333333333,169.76,59.6
1980,SYR,67,0.0,24.676470588235293,173.8,79.78571428571429,20.666666666666668,,
1980,TAN,41,2.0,26.07894736842105,171.71794871794873,66.38461538461539,20.0,161.875,53.875
1980,TCH,250,52.0,25.01020408163265,179.1027397260274,75.84246575342466,21.02061855670103,160.57731958762886,53.865979381443296
1980,TTO,9,0.0,27.133333333333333,177.4,74.53333333333333,,,
1980,UGA,13,1.0,24.5,176.64285714285714,69.71428571428571,,,
1980,URS,576,496.0,23.79776615969582,179.9128937007874,74.98224852071006,21.715587044534413,164.88739669421489,52.96280991735537
1980,USA,102,30.0,25.222222222222218,179.69107744107745,80.20959595959596,20.84146341463415,159.94230769230768,51.02564102564102
1980,VEN,37,1.0,21.79069767441861,174.09302325581396,67.74418604651163,,,
1980,VIE,30,0.0,24.75,166.60714285714286,60.71428571428572,20.7,158.6,50.7
1980,YUG,179,57.0,24.14619883040936,184.0617283950617,80.6024844720497,22.142857142857142,175.0909090909091,67.39393939393939
1980,ZAM,37,0.0,27.227272727272727,174.21428571428572,67.95,,,
1980,ZIM,42,15.0,28.27586206896552,179.13333333333333,79.73333333333333,25.181818181818183,162.13636363636363,59.04545454545455
1984,AHO,8,0.0,17.333333333333332,186.83333333333331,74.83333333333333,19.0,169.66666666666666,59.66666666666666
1984,ALG,33,2.0,24.258064516129032,176.8095238095238,73.31818181818181,,,
1984,AND,4,0.0,22.25,177.5,76.125,,,
1984,ANT,14,0.0,21.789473684210527,178.61111111111111,69.27777777777777,19.5,171.875,54.625
1984,ARG,99,0.0,24.571428571428573,179.53174603174602,75.2063492063492,20.53846153846154,166.79166666666666,59.083333333333336
1984,AUS,252,52.0,24.632653061224488,181.1795918367347,77.38524590163935,22.205357142857142,169.67567567567568,62.0377358490566
1984,AUT,168,4.0,26.99545454545455,182.75806451612902,85.75726495726497,22.185185185185187,170.35185185185185,61.77777777777778
1984,BAH,22,0.0,22.695652173913043,181.0,74.3695652173913,20.25,166.75,55.375
1984,BAN,1,0.0,21.0,162.0,60.0,,,
1984,BAR,16,0.0,24.52380952380953,181.9,73.0,22.0,164.0,54.333333333333336
1984,BEL,67,5.0,24.428571428571427,180.11428571428573,76.52857142857142,22.72,165.12,57.84
1984,BEN,3,0.0,25.33333333333333,170.66666666666666,64.33333333333333,,,
1984,BER,12,0.0,25.416666666666668,181.41666666666663,72.91666666666667,21.0,178.0,90.0
1984,BHU,6,0.0,34.333333333333336,176.33333333333334,70.66666666666667,18.33333333333333,166.66666666666666,53.333333333333336
1984,BIZ,11,0.0,22.384615384615383,174.6153846153846,68.15384615384616,,,
1984,BOL,14,0.0,27.47058823529412,172.8,64.73333333333333,38.0,165.0,55.0
1984,BOT,7,0.0,28.5,176.875,69.5,,,
1984,BRA,147,36.0,24.88622754491018,181.0127388535032,75.84713375796179,21.2,169.28571428571428,58.25
1984,BRN,10,0.0,21.33333333333333,179.0,72.66666666666667,,,
1984,BUL,16,0.0,24.03125,175.71875,71.96875,17.0,164.0,47.0
1984,CAF,3,0.0,23.33333333333333,172.0,62.0,,,
1984,CAN,474,91.0,22.9025,178.79468911917098,77.97532467532467,20.51643426294821,162.63104838709677,53.046370967741936
1984,CAY,8,0.0,24.846153846153847,179.46153846153845,73.6923076923077,27.0,170.0,57.0
1984,CGO,9,0.0,27.75,174.0909090909091,68.63636363636364,28.0,168.0,53.0
1984,CHA,3,0.0,28.0,183.66666666666663,76.0,,,
1984,CHI,56,0.0,25.38888888888889,175.3181818181818,74.61904761904762,24.0,169.0,54.0
1984,CHN,252,74.0,22.91213389121339,175.00934579439252,69.64485981308411,20.77922077922078,166.3065693430657,58.02205882352941
1984,CIV,15,1.0,24.384615384615383,176.46153846153845,70.76923076923077,21.0,169.0,56.0
1984,CMR,46,1.0,26.27906976744186,176.4,74.29629629629629,24.83333333333333,168.0,75.0
1984,COD,8,0.0,23.625,170.0,72.0,21.0,158.0,49.0
1984,COL,39,1.0,25.444444444444443,171.6,65.58333333333333,21.33333333333333,160.0,49.66666666666666
1984,CRC,31,0.0,24.92105263157895,174.8095238095238,66.33333333333333,20.0,160.0,52.0
1984,CYP,15,0.0,25.8,177.1,71.75,18.0,162.0,51.0
1984,DEN,60,13.0,25.098360655737704,185.5245901639344,81.70491803278688,25.153846153846157,168.53846153846155,60.38461538461539
1984,DJI,3,0.0,26.0,175.66666666666666,58.66666666666666,,,
1984,DOM,19,1.0,23.125,181.75,84.0,25.666666666666668,160.66666666666666,53.0
1984,ECU,11,0.0,28.428571428571427,172.57142857142858,73.28571428571429,24.0,165.0,52.0
1984,EGY,115,1.0,24.791044776119403,179.26271186440678,78.53688524590164,15.363636363636363,160.66666666666666,58.333333333333336
1984,ESA,10,0.0,22.23076923076923,174.25,71.16666666666667,20.0,149.0,43.0
1984,ESP,191,19.0,24.689956331877728,178.5483870967742,74.94009216589862,17.867924528301888,156.9811320754717,42.64150943396226
1984,FIJ,14,0.0,27.27777777777778,181.38888888888889,78.61111111111111,20.625,169.375,65.0
1984,FIN,131,31.0,25.714285714285715,180.53896103896105,76.31168831168831,25.33333333333333,171.0,61.833333333333336
1984,FRA,270,70.0,24.866459627329192,179.05769230769232,72.95033112582782,22.573033707865168,166.22093023255815,55.46511627906977
1984,FRG,476,166.0,26.023443223443223,182.96163003663003,84.4948717948718,21.286363636363635,170.1409090909091,59.877272727272725
1984,GAB,4,0.0,21.0,167.5,60.0,21.5,167.5,70.5
1984,GAM,10,0.0,25.11111111111111,179.7,72.7,24.8,156.33333333333334,52.0
1984,GBR,429,74.0,26.226846361185984,176.06430913348945,76.34227005870841,23.97957599283368,164.36939957330083,51.926912526668694
1984,GDR,60,33.0,23.431865828092242,181.76467505241092,79.43553459119497,19.733333333333334,155.30833333333334,46.025
1984,GEQ,4,0.0,19.2,174.2,71.6,,,
1984,GHA,21,0.0,23.5,175.1875,67.125,22.272727272727277,159.8181818181818,51.09090909090909
1984,GRE,69,2.0,23.85,179.475,82.0,22.666666666666668,171.0,65.66666666666667
1984,GRN,6,0.0,21.0,178.0,81.0,19.0,175.0,54.0
1984,GUA,24,0.0,20.53846153846154,174.56410256410257,67.58974358974359,17.5,167.78571428571428,55.285714285714285
1984,GUI,1,0.0,33.0,167.0,71.0,,,
1984,GUY,10,0.0,24.2,172.0,66.4,25.5,179.0,56.5
1984,HAI,3,0.0,30.0,175.0,65.0,24.0,,
1984,HKG,47,0.0,25.383333333333333,175.3,66.0,20.074074074074076,164.11111111111111,55.2962962962963
1984,HON,10,0.0,31.0,167.0,59.0,20.2,166.0,58.0
1984,HUN,9,0.0,22.07692307692308,177.76923076923077,72.15384615384616,16.666666666666668,166.33333333333334,61.0
1984,INA,16,0.0,22.157894736842103,166.78947368421052,59.0,31.75,156.0,50.25
1984,IND,48,0.0,25.953488372093023,170.61904761904762,68.04761904761905,20.4,164.3,51.1
1984,IRL,42,1.0,25.228571428571428,175.97142857142856,69.42857142857143,23.58823529411765,167.41176470588235,57.41176470588236
1984,IRQ,23,0.0,24.272727272727277,170.6,76.07142857142857,,,
1984,ISL,35,1.0,23.153846153846157,183.56410256410257,81.87179487179488,19.666666666666668,167.0,59.333333333333336
1984,ISR,32,0.0,23.195652173913043,171.54347826086956,64.67391304347827,18.73684210526316,161.94736842105263,49.36842105263158
1984,ISV,29,0.0,25.347826086956523,180.7555555555556,72.70454545454545,20.83333333333333,160.0,53.333333333333336
1984,ITA,345,65.0,24.205586080586084,180.70874861572534,82.58028792912513,21.285714285714285,168.15533980582524,57.262135922330096
1984,IVB,10,0.0,28.4,181.41666666666663,75.23076923076923,,,
1984,JAM,45,7.0,21.666666666666668,179.6078431372549,75.13725490196079,21.5,169.72727272727272,59.36363636363637
1984,JOR,13,0.0,26.76923076923077,174.76923076923077,71.07692307692308,19.0,158.0,49.0
1984,JPN,269,50.0,25.806165099268544,176.29623824451411,77.9362591431557,19.247863247863247,160.6153846153846,51.74358974358975
1984,KEN,61,3.0,25.70689655172414,175.10526315789474,68.34210526315789,20.83333333333333,163.4,53.6
1984,KOR,190,41.0,21.974874371859297,173.30456852791878,69.23857868020305,20.0,166.29113924050634,59.11392405063291
1984,KSA,37,0.0,20.875,171.4,67.45,,,
1984,KUW,23,0.0,20.84,176.03846153846155,71.74074074074075,,,
1984,LBR,7,0.0,21.444444444444443,172.22222222222223,61.333333333333336,17.0,170.0,54.0
1984,LES,4,0.0,29.2,168.4,62.2,,,
1984,LIB,26,0.0,25.25925925925926,174.1304347826087,70.91304347826087,21.0,167.0,65.0
1984,LIE,17,2.0,23.77777777777778,176.16666666666666,72.72222222222223,21.11111111111111,164.55555555555554,57.4
1984,LUX,5,0.0,35.0,177.75,85.75,36.0,162.0,55.0
