Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Afghanistan,AFG,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.50753772258759,..,2,..,1.49253726005554,..,1.99004971981049,2.98507452011108,2.4038462638855,2.39234447479248,0.478468894958496,0.478468894958496,0.480769217014313,0.473933637142181,0.473933637142181,0.469483554363251,1.4084507226944,1.877934217453,4.32692289352417,4.2857141494751,5.7142858505249,5.2380952835083,4.2857141494751,4.2857141494751,2.38095235824585,1.90476191043854,5.18867921829224,..
Africa Eastern and Southern,AFE,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.6432151794434,..,19.5,..,18.9054718017578,..,26.8656711578369,28.3582096099854,29.3269233703613,28.7081336975098,28.2296657562256,30.1435413360596,34.1346168518066,37.9146919250488,42.6540298461914,41.3145523071289,39.9061050415039,38.9671363830566,43.75,44.761905670166,41.9047622680664,38.5714302062988,37.1428565979004,37.6190490722656,40,42.8571434020996,47.1698112487793,..
Algeria,DZA,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.5628137588501,..,11.5,..,11.4427862167358,..,33.8308448791504,33.3333320617676,34.1346168518066,27.2727279663086,25.8373203277588,23.9234447479248,24.519229888916,23.222749710083,25.1184825897217,23.474178314209,24.8826293945313,30.9859161376953,22.5961532592773,16.6666660308838,18.0952377319336,18.0952377319336,21.9047622680664,20.4761905670166,22.380952835083,22.380952835083,22.6415100097656,..
American Samoa,ASM,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.5192337036133,84.6889953613281,85.1674652099609,84.6889953613281,85.0961532592773,85.3080596923828,84.8341217041016,84.9765243530273,85.4460067749023,85.4460067749023,87.9807662963867,86.6666641235352,87.1428604125977,86.6666641235352,87.1428604125977,87.1428604125977,84.2857131958008,85.2380981445313,86.3207550048828,..
Andorra,AND,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.4321594238281,..,85.5,..,87.5621871948242,..,86.0696487426758,84.0796051025391,87.5,81.8181838989258,74.1626815795898,87.0813369750977,87.0192337036133,87.6777267456055,86.7298583984375,89.2018814086914,89.2018814086914,88.7323913574219,90.3846130371094,90,90.9523773193359,90.476188659668,90.9523773193359,90.9523773193359,92.8571395874023,93.3333358764648,90.5660400390625,..
Angola,AGO,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.51758790016174,..,5.5,..,2.48756217956543,..,2.48756217956543,5.97014904022217,5.28846168518066,6.22009563446045,8.13397121429443,6.22009563446045,7.21153831481934,9.47867298126221,8.05687236785889,8.92018795013428,7.51173686981201,7.51173686981201,11.5384616851807,12.8571424484253,16.1904754638672,14.7619047164917,16.6666660308838,15.2380952835083,18.0952377319336,17.1428565979004,16.0377349853516,..
Antigua and Barbuda,ATG,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.9145736694336,..,84,..,84.5771179199219,..,83.0845794677734,83.5820922851563,78.3653869628906,69.3779907226563,78.4689025878906,79.9043045043945,80.7692337036133,81.0426559448242,80.0947875976563,78.4037551879883,78.4037551879883,73.7089233398438,49.519229888916,70,68.5714263916016,65.2380981445313,64.2857131958008,62.3809509277344,64.2857131958008,60,61.7924537658691,..
Arab World,ARB,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
