Reference area,REF_AREA,TIME_PERIOD,total emissions by tonnes
Slovak Republic,SVK,1998,118.8715
Slovak Republic,SVK,1999,116.6091
Slovak Republic,SVK,2000,118.6146
Slovak Republic,SVK,2001,124.2916
Slovak Republic,SVK,2002,100.4836
Slovak Republic,SVK,2003,103.3145
Slovak Republic,SVK,2004,94.63567
Slovak Republic,SVK,2005,87.58692
Slovak Republic,SVK,2006,85.93307
Slovak Republic,SVK,2007,70.2077
Slovak Republic,SVK,2008,68.79519
Slovak Republic,SVK,2009,63.92139
Slovak Republic,SVK,2010,68.84293
Slovak Republic,SVK,2011,68.32426
Slovak Republic,SVK,2012,58.26742
Slovak Republic,SVK,2013,53.09894
Slovak Republic,SVK,2014,45.61156
Slovak Republic,SVK,2015,68.10913
Slovak Republic,SVK,2016,27.69847
Slovak Republic,SVK,2017,29.26386
Slovak Republic,SVK,2018,21.57376
Slovak Republic,SVK,2019,16.83298
Slovak Republic,SVK,2020,14.7651
Slovak Republic,SVK,2021,15.48257
Slovak Republic,SVK,2022,13.18609
United Kingdom,GBR,1990,308.5497
United Kingdom,GBR,1991,312.1213
United Kingdom,GBR,1992,298.1805
United Kingdom,GBR,1993,294.02
United Kingdom,GBR,1994,298.9743
United Kingdom,GBR,1995,293.7442
United Kingdom,GBR,1996,299.6638
United Kingdom,GBR,1997,309.7597
United Kingdom,GBR,1998,309.113
United Kingdom,GBR,1999,302.1278
United Kingdom,GBR,2000,295.4788
United Kingdom,GBR,2001,293.08
United Kingdom,GBR,2002,288.4636
United Kingdom,GBR,2003,283.9832
United Kingdom,GBR,2004,288.8918
United Kingdom,GBR,2005,281.7285
United Kingdom,GBR,2006,278.4192
United Kingdom,GBR,2007,274.5067
United Kingdom,GBR,2008,257.6753
United Kingdom,GBR,2009,261.3481
United Kingdom,GBR,2010,263.0406
United Kingdom,GBR,2011,262.753
United Kingdom,GBR,2012,261.6219
United Kingdom,GBR,2013,256.8445
United Kingdom,GBR,2014,268.0794
United Kingdom,GBR,2015,270.0986
United Kingdom,GBR,2016,271.6537
United Kingdom,GBR,2017,275.0398
United Kingdom,GBR,2018,271.0231
United Kingdom,GBR,2019,270.1489
United Kingdom,GBR,2020,261.1351
United Kingdom,GBR,2021,266.9863
United Kingdom,GBR,2022,259.7631
Iceland,ISL,1990,28.75677
Iceland,ISL,1991,27.50844
Iceland,ISL,1992,29.66613
Iceland,ISL,1993,31.19808
Iceland,ISL,1994,30.51191
Iceland,ISL,1995,32.11864
Iceland,ISL,1996,32.60009
Iceland,ISL,1997,32.3817
Iceland,ISL,1998,31.27436
Iceland,ISL,1999,31.13216
Iceland,ISL,2000,30.64491
Iceland,ISL,2001,27.37913
Iceland,ISL,2002,29.41363
Iceland,ISL,2003,28.87902
Iceland,ISL,2004,29.80625
Iceland,ISL,2005,26.51294
Iceland,ISL,2006,26.06222
Iceland,ISL,2007,28.22598
Iceland,ISL,2008,26.06018
Iceland,ISL,2009,25.87965
Iceland,ISL,2010,24.22182
Iceland,ISL,2011,21.90373
Iceland,ISL,2012,21.77552
Iceland,ISL,2013,21.01626
Iceland,ISL,2014,20.89436
Iceland,ISL,2015,21.73597
Iceland,ISL,2016,19.67863
Iceland,ISL,2017,19.90395
Iceland,ISL,2018,20.21054
Iceland,ISL,2019,19.11844
Iceland,ISL,2020,17.76825
Iceland,ISL,2021,19.37318
Poland,POL,1990,841.4313
Poland,POL,1991,886.4882
Poland,POL,1992,872.4432
Poland,POL,1993,957.4459
Poland,POL,1994,958.8004
Poland,POL,1995,944.3622
Poland,POL,1996,951.5638
Poland,POL,1997,924.5026
Poland,POL,1998,859.5361
Poland,POL,1999,852.0248
Poland,POL,2000,827.9755
Poland,POL,2001,799.4172
Poland,POL,2002,797.6699
Poland,POL,2003,764.0885
Poland,POL,2004,792.6953
Poland,POL,2005,787.4593
Poland,POL,2006,844.169
Poland,POL,2007,820.97
Poland,POL,2008,842.2032
Poland,POL,2009,793.6606
Poland,POL,2010,759.3166
Poland,POL,2011,751.033
Poland,POL,2012,728.5468
Poland,POL,2013,678.5781
Poland,POL,2014,670.7781
Poland,POL,2015,691.3435
Poland,POL,2016,688.5319
Poland,POL,2017,686.4174
Poland,POL,2018,719.1466
Poland,POL,2019,684.9973
Poland,POL,2020,712.7014
Poland,POL,2021,674.6009
Poland,POL,2022,609.7928
Slovenia,SVN,2000,14.46678
Slovenia,SVN,2001,16.58393
Slovenia,SVN,2002,14.29748
Slovenia,SVN,2003,14.79065
Slovenia,SVN,2004,14.255
Slovenia,SVN,2005,16.33659
Slovenia,SVN,2006,14.67307
Slovenia,SVN,2007,16.05224
Slovenia,SVN,2008,15.72618
Slovenia,SVN,2009,14.40893
Slovenia,SVN,2010,14.65599
Slovenia,SVN,2011,14.5427
Slovenia,SVN,2012,13.9604
Slovenia,SVN,2013,14.05035
Slovenia,SVN,2014,12.08578
Slovenia,SVN,2015,12.95181
Slovenia,SVN,2016,12.95161
Slovenia,SVN,2017,12.36512
Slovenia,SVN,2018,10.74906
Slovenia,SVN,2019,10.62001
Slovenia,SVN,2020,10.40013
Slovenia,SVN,2021,11.32892
Slovenia,SVN,2022,9.637547
Slovak Republic,SVK,1990,96.66338
Slovak Republic,SVK,1991,87.6226
Slovak Republic,SVK,1992,81.5462
Slovak Republic,SVK,1993,66.54025
Slovak Republic,SVK,1994,57.89347
Slovak Republic,SVK,1995,51.259
Slovak Republic,SVK,1996,47.54568
Slovak Republic,SVK,1997,41.09509
Slovak Republic,SVK,1998,42.222
Slovak Republic,SVK,1999,39.99933
Slovak Republic,SVK,2000,44.05798
Slovak Republic,SVK,2001,43.22242
Slovak Republic,SVK,2002,32.8136
Slovak Republic,SVK,2003,32.50216
Slovak Republic,SVK,2004,30.16735
Slovak Republic,SVK,2005,36.51352
Slovak Republic,SVK,2006,33.03339
Slovak Republic,SVK,2007,28.86798
Slovak Republic,SVK,2008,26.23308
Slovak Republic,SVK,2009,24.0204
Slovak Republic,SVK,2010,26.93542
Slovak Republic,SVK,2011,24.9316
Slovak Republic,SVK,2012,26.08742
Slovak Republic,SVK,2013,23.96086
Slovak Republic,SVK,2014,16.66049
Slovak Republic,SVK,2015,21.20994
Slovak Republic,SVK,2016,21.05356
Slovak Republic,SVK,2017,21.1107
Slovak Republic,SVK,2018,17.22919
Slovak Republic,SVK,2019,17.58686
Slovak Republic,SVK,2020,17.05598
Slovak Republic,SVK,2021,19.62636
Slovak Republic,SVK,2022,17.82533
OECD,OECD,1990,52152.03125
OECD,OECD,1991,51372.95313
OECD,OECD,1992,50544.98438
OECD,OECD,1993,49644.82031
OECD,OECD,1994,49220.26563
OECD,OECD,1995,48452.03516
OECD,OECD,1996,46032.32031
OECD,OECD,1997,45448.04688
OECD,OECD,1998,44407.51563
OECD,OECD,1999,42707.88281
OECD,OECD,2000,42062.91016
OECD,OECD,2001,41564.96484
OECD,OECD,2002,40383.94141
OECD,OECD,2003,39965.92969
OECD,OECD,2004,40022.26563
OECD,OECD,2005,39890.97656
OECD,OECD,2006,39190.62891
OECD,OECD,2007,38813.46094
OECD,OECD,2008,38189.75
OECD,OECD,2009,35822.17578
OECD,OECD,2010,35040.44141
OECD,OECD,2011,34017.05469
OECD,OECD,2012,33340.86328
OECD,OECD,2013,32243.62695
OECD,OECD,2014,30842.51367
OECD,OECD,2015,29449.77344
OECD,OECD,2016,28852.72656
OECD,OECD,2017,29822.2793
OECD,OECD,2018,29916.78516
OECD,OECD,2019,29120.31055
OECD,OECD,2020,29329.04492
OECD,OECD,2021,30221.51172
OECD,OECD,2022,29990.14063
Montenegro,MNE,1990,2.170677
Montenegro,MNE,1991,1.885596
Montenegro,MNE,1992,1.793435
Montenegro,MNE,1993,1.784624
Montenegro,MNE,1994,1.353565
Montenegro,MNE,1995,1.257814
Montenegro,MNE,1996,1.584631
Montenegro,MNE,1997,1.476152
Montenegro,MNE,1998,1.716192
Montenegro,MNE,1999,1.748928
Montenegro,MNE,2000,1.763736
Montenegro,MNE,2001,1.482552
Montenegro,MNE,2002,1.985932
Montenegro,MNE,2003,1.990252
Montenegro,MNE,2004,2.001913
Montenegro,MNE,2005,1.574796
Montenegro,MNE,2006,1.702098
Montenegro,MNE,2007,1.785349
Montenegro,MNE,2008,1.847967
Montenegro,MNE,2009,1.759669
Montenegro,MNE,2010,1.818421
Montenegro,MNE,2011,1.889266
Montenegro,MNE,2012,1.911328
Montenegro,MNE,2013,1.845219
Montenegro,MNE,2014,1.806714
Montenegro,MNE,2015,1.917581
Montenegro,MNE,2016,1.948016
Montenegro,MNE,2017,2.033137
Montenegro,MNE,2018,2.017416
Montenegro,MNE,2019,2.087437
Montenegro,MNE,2020,2.052765
Montenegro,MNE,2021,1.841404
Montenegro,MNE,2022,1.835402
Cyprus,CYP,1990,14.31223
Cyprus,CYP,1991,13.93494
Cyprus,CYP,1992,14.15117
Cyprus,CYP,1993,14.12321
Cyprus,CYP,1994,14.60637
Cyprus,CYP,1995,14.25268
Cyprus,CYP,1996,14.12979
Cyprus,CYP,1997,14.29841
Cyprus,CYP,1998,13.87698
Cyprus,CYP,1999,13.71371
Cyprus,CYP,2000,13.4277
Cyprus,CYP,2001,13.27031
Cyprus,CYP,2002,13.72988
Cyprus,CYP,2003,14.36506
Cyprus,CYP,2004,14.29709
Cyprus,CYP,2005,13.99115
Cyprus,CYP,2006,13.17627
Cyprus,CYP,2007,13.4212
Cyprus,CYP,2008,12.39215
Cyprus,CYP,2009,11.8284
Cyprus,CYP,2010,12.06041
Cyprus,CYP,2011,9.638696
Cyprus,CYP,2012,9.474399
Cyprus,CYP,2013,9.931032
Cyprus,CYP,2014,8.894052
Cyprus,CYP,2015,8.068476
Cyprus,CYP,2016,8.722328
Cyprus,CYP,2017,8.731066
Cyprus,CYP,2018,8.18783
Cyprus,CYP,2019,8.025077
Cyprus,CYP,2020,8.631939
Cyprus,CYP,2021,8.216249
Cyprus,CYP,2022,7.315325
New Zealand,NZL,1990,101.9694
New Zealand,NZL,1991,103.1539
New Zealand,NZL,1992,112.2194
New Zealand,NZL,1993,114.191
New Zealand,NZL,1994,118.2808
New Zealand,NZL,1995,121.3699
New Zealand,NZL,1996,127.128
New Zealand,NZL,1997,134.5958
New Zealand,NZL,1998,129.069
New Zealand,NZL,1999,137.0721
New Zealand,NZL,2000,143.8253
New Zealand,NZL,2001,150.8818
New Zealand,NZL,2002,154.1091
New Zealand,NZL,2003,161.2117
New Zealand,NZL,2004,155.9544
New Zealand,NZL,2005,164.2547
New Zealand,NZL,2006,163.5957
New Zealand,NZL,2007,159.8828
New Zealand,NZL,2008,163.046
New Zealand,NZL,2009,153.3649
New Zealand,NZL,2010,153.1205
New Zealand,NZL,2011,152.6835
New Zealand,NZL,2012,160.7796
New Zealand,NZL,2013,161.1014
New Zealand,NZL,2014,161.8633
New Zealand,NZL,2015,161.6577
New Zealand,NZL,2016,155.2984
New Zealand,NZL,2017,164.1174
New Zealand,NZL,2018,167.7378
New Zealand,NZL,2019,172.5535
New Zealand,NZL,2020,161.7112
New Zealand,NZL,2021,164.0732
Sweden,SWE,1990,102.3568
Sweden,SWE,1991,100.0283
Sweden,SWE,1992,93.28585
Sweden,SWE,1993,82.25305
Sweden,SWE,1994,80.81395
Sweden,SWE,1995,70.47293
Sweden,SWE,1996,68.61876
Sweden,SWE,1997,59.77343
Sweden,SWE,1998,56.40491
Sweden,SWE,1999,46.62883
Sweden,SWE,2000,43.99703
Sweden,SWE,2001,41.21189
Sweden,SWE,2002,41.28199
Sweden,SWE,2003,41.01718
Sweden,SWE,2004,36.2486
Sweden,SWE,2005,34.26915
Sweden,SWE,2006,34.36872
Sweden,SWE,2007,30.87851
Sweden,SWE,2008,28.58841
Sweden,SWE,2009,26.17085
Sweden,SWE,2010,27.89607
Sweden,SWE,2011,25.17016
Sweden,SWE,2012,24.51142
Sweden,SWE,2013,22.3997
Sweden,SWE,2014,19.64024
Sweden,SWE,2015,16.66556
Sweden,SWE,2016,17.42529
Sweden,SWE,2017,16.92027
Sweden,SWE,2018,16.58796
Sweden,SWE,2019,15.64867
Sweden,SWE,2020,14.55813
Sweden,SWE,2021,15.4608
Sweden,SWE,2022,14.29465
Bosnia and Herzegovina,BIH,1990,513.216
Bosnia and Herzegovina,BIH,1991,422.6576
Bosnia and Herzegovina,BIH,1992,329.465
Bosnia and Herzegovina,BIH,1993,239.3267
Bosnia and Herzegovina,BIH,1994,141.2212
Bosnia and Herzegovina,BIH,1995,53.17324
Bosnia and Herzegovina,BIH,1996,82.07255
Bosnia and Herzegovina,BIH,1997,114.5059
Bosnia and Herzegovina,BIH,1998,144.6249
Bosnia and Herzegovina,BIH,1999,172.2566
Bosnia and Herzegovina,BIH,2000,204.244
Bosnia and Herzegovina,BIH,2001,210.0342
Bosnia and Herzegovina,BIH,2002,217.5653
Bosnia and Herzegovina,BIH,2003,224.465
Bosnia and Herzegovina,BIH,2004,231.1112
Bosnia and Herzegovina,BIH,2005,238.1563
Bosnia and Herzegovina,BIH,2006,249.7778
Bosnia and Herzegovina,BIH,2007,260.6243
Bosnia and Herzegovina,BIH,2008,272.2924
Bosnia and Herzegovina,BIH,2009,282.7542
Bosnia and Herzegovina,BIH,2010,293.1326
Bosnia and Herzegovina,BIH,2011,294.4336
Bosnia and Herzegovina,BIH,2012,296.9202
Bosnia and Herzegovina,BIH,2013,299.3974
Bosnia and Herzegovina,BIH,2014,301.8902
Bosnia and Herzegovina,BIH,2015,304.4164
Bosnia and Herzegovina,BIH,2016,330.0419
Bosnia and Herzegovina,BIH,2017,355.7022
Bosnia and Herzegovina,BIH,2018,368.3514
Bosnia and Herzegovina,BIH,2019,394.0482
Bosnia and Herzegovina,BIH,2020,407.9792
Bosnia and Herzegovina,BIH,2021,419.7449
Bosnia and Herzegovina,BIH,2022,445.4417
Kyrgyzstan,KGZ,1990,45.75016
Kyrgyzstan,KGZ,1991,45.34298
Kyrgyzstan,KGZ,1992,42.45181
Kyrgyzstan,KGZ,1993,39.73019
Kyrgyzstan,KGZ,1994,34.53926
Kyrgyzstan,KGZ,1995,33.21546
Kyrgyzstan,KGZ,1996,32.30818
Kyrgyzstan,KGZ,1997,33.44253
Kyrgyzstan,KGZ,1998,34.57368
Kyrgyzstan,KGZ,1999,35.54147
Kyrgyzstan,KGZ,2000,36.10585
Kyrgyzstan,KGZ,2001,36.69449
Kyrgyzstan,KGZ,2002,37.3772
Kyrgyzstan,KGZ,2003,37.28395
Kyrgyzstan,KGZ,2004,38.25186
Kyrgyzstan,KGZ,2005,39.26434
Kyrgyzstan,KGZ,2006,41.97705
Kyrgyzstan,KGZ,2007,43.46263
Kyrgyzstan,KGZ,2008,44.83797
Kyrgyzstan,KGZ,2009,46.73869
Kyrgyzstan,KGZ,2010,47.40773
Kyrgyzstan,KGZ,2011,48.45187
Kyrgyzstan,KGZ,2012,49.78599
Kyrgyzstan,KGZ,2013,51.25834
Kyrgyzstan,KGZ,2014,53.34181
Kyrgyzstan,KGZ,2015,54.11847
Kyrgyzstan,KGZ,2016,55.55249
Kyrgyzstan,KGZ,2017,56.34212
Kyrgyzstan,KGZ,2018,57.90796
Kyrgyzstan,KGZ,2019,59.6468
Kyrgyzstan,KGZ,2020,60.99674
Kyrgyzstan,KGZ,2021,62.20253
Kyrgyzstan,KGZ,2022,62.91883
Israel,ISR,1996,281.137
Israel,ISR,2000,271.619
Israel,ISR,2003,235.533
Israel,ISR,2004,219.282
Israel,ISR,2005,197.992
Israel,ISR,2006,182.1
Israel,ISR,2007,178.182
Israel,ISR,2008,168.297
Israel,ISR,2009,154.242
Israel,ISR,2010,145.375
Israel,ISR,2011,153.185
Israel,ISR,2012,135.038
Israel,ISR,2013,109.218
Israel,ISR,2014,93.25
Israel,ISR,2015,91.547
Israel,ISR,2016,75.267
Israel,ISR,2017,57.539
Israel,ISR,2018,46.46
Israel,ISR,2019,34.859
Israel,ISR,2020,29.244
Israel,ISR,2021,26.718
Israel,ISR,2022,25.699
United States,USA,1990,510.7536
United States,USA,1991,530.712
United States,USA,1992,546.1344
United States,USA,1993,563.3712
United States,USA,1994,576.9792
United States,USA,1995,589.68
United States,USA,1996,534.3408
United States,USA,1997,564.2784
United States,USA,1998,564.2784
United States,USA,1999,445.4352
United States,USA,2000,457.2288
United States,USA,2001,464.4864
United States,USA,2002,3856.039206
United States,USA,2003,3876.843868
United States,USA,2004,3864.24672
United States,USA,2005,4145.580141
United States,USA,2006,4018.448011
United States,USA,2007,4227.955405
United States,USA,2008,4107.220084
United States,USA,2009,3907.844032
United States,USA,2010,4001.529577
United States,USA,2011,4055.162553
United States,USA,2012,4037.806499
United States,USA,2013,3994.705544
United States,USA,2014,3887.297436
United States,USA,2015,3991.867474
United States,USA,2016,4032.283617
United States,USA,2017,4094.847185
United States,USA,2018,4513.163104
United States,USA,2019,4616.185578
United States,USA,2020,4684.60251
United States,USA,2021,4499.655569
United States,USA,2022,4502.840785
Latvia,LVA,1990,25.80445
Latvia,LVA,1991,28.6701
Latvia,LVA,1992,26.2957
Latvia,LVA,1993,27.58076
Latvia,LVA,1994,26.88504
Latvia,LVA,1995,28.57321
Latvia,LVA,1996,29.74808
Latvia,LVA,1997,29.09241
Latvia,LVA,1998,29.11256
Latvia,LVA,1999,29.18613
Latvia,LVA,2000,27.2826
Latvia,LVA,2001,28.29397
Latvia,LVA,2002,27.90487
Latvia,LVA,2003,29.20013
Latvia,LVA,2004,30.4412
Latvia,LVA,2005,27.30016
Latvia,LVA,2006,26.73242
Latvia,LVA,2007,26.06584
Latvia,LVA,2008,25.14629
Latvia,LVA,2009,26.7666
Latvia,LVA,2010,20.88635
Latvia,LVA,2011,21.179
Latvia,LVA,2012,21.49739
Latvia,LVA,2013,19.61743
Latvia,LVA,2014,19.16713
Latvia,LVA,2015,16.54768
Latvia,LVA,2016,16.60887
Latvia,LVA,2017,18.34048
Latvia,LVA,2018,18.88023
Latvia,LVA,2019,18.35315
Latvia,LVA,2020,16.86062
Latvia,LVA,2021,17.67244
Latvia,LVA,2022,17.12713
Armenia,ARM,2016,1.824
Armenia,ARM,2017,0.890511
Armenia,ARM,2018,0.9985796
Armenia,ARM,2019,3.269259
Armenia,ARM,2020,2.992994
Armenia,ARM,2021,3.082157
Armenia,ARM,2022,4.473983
Azerbaijan,AZE,1990,1.215778
Azerbaijan,AZE,1991,1.211837
Azerbaijan,AZE,1992,1.115474
Azerbaijan,AZE,1993,0.9780109
Azerbaijan,AZE,1994,0.9304709
Azerbaijan,AZE,1995,0.9437979
Azerbaijan,AZE,1996,0.9643731
Azerbaijan,AZE,1997,0.9978275
Azerbaijan,AZE,1998,1.078038
Azerbaijan,AZE,1999,1.072847
Azerbaijan,AZE,2000,1.235115
Azerbaijan,AZE,2001,1.34063
Azerbaijan,AZE,2002,1.446963
Azerbaijan,AZE,2003,1.499927
Azerbaijan,AZE,2004,1.652517
Azerbaijan,AZE,2005,1.831344
Azerbaijan,AZE,2006,2.048903
Azerbaijan,AZE,2007,6.181615
Azerbaijan,AZE,2008,6.484588
Azerbaijan,AZE,2009,6.169968
Azerbaijan,AZE,2010,6.858125
Azerbaijan,AZE,2011,7.206923
Azerbaijan,AZE,2012,7.312844
Azerbaijan,AZE,2013,7.654055
Azerbaijan,AZE,2014,7.039444
Azerbaijan,AZE,2015,6.964903
Azerbaijan,AZE,2016,5.400444
Azerbaijan,AZE,2017,5.297878
Azerbaijan,AZE,2018,5.202135
Azerbaijan,AZE,2019,5.763847
Azerbaijan,AZE,2020,5.076185
Azerbaijan,AZE,2021,5.120814
Azerbaijan,AZE,2022,5.322105
Cyprus,CYP,2000,4.96153
Cyprus,CYP,2001,4.515284
Cyprus,CYP,2002,4.487668
Cyprus,CYP,2003,4.469471
Cyprus,CYP,2004,4.476297
Cyprus,CYP,2005,4.295834
Cyprus,CYP,2006,4.106476
Cyprus,CYP,2007,4.004495
Cyprus,CYP,2008,3.966117
Cyprus,CYP,2009,3.473122
Cyprus,CYP,2010,3.322992
Cyprus,CYP,2011,3.011669
Cyprus,CYP,2012,2.17709
Cyprus,CYP,2013,1.773062
Cyprus,CYP,2014,1.635499
Cyprus,CYP,2015,1.680384
Cyprus,CYP,2016,1.835821
Cyprus,CYP,2017,1.896597
Cyprus,CYP,2018,1.956723
Cyprus,CYP,2019,2.081491
Cyprus,CYP,2020,1.913683
Cyprus,CYP,2021,2.060662
Cyprus,CYP,2022,1.995054
Norway,NOR,1990,791.5215
Norway,NOR,1991,744.8688
Norway,NOR,1992,709.8883
Norway,NOR,1993,715.4714
Norway,NOR,1994,707.3525
Norway,NOR,1995,687.1652
Norway,NOR,1996,663.6968
Norway,NOR,1997,650.9974
Norway,NOR,1998,630.7845
Norway,NOR,1999,604.3417
Norway,NOR,2000,588.564
Norway,NOR,2001,574.9203
Norway,NOR,2002,567.8541
Norway,NOR,2003,555.7813
Norway,NOR,2004,540.2664
Norway,NOR,2005,539.6115
Norway,NOR,2006,521.2961
Norway,NOR,2007,509.0711
Norway,NOR,2008,499.602
Norway,NOR,2009,454.1442
Norway,NOR,2010,468.2948
Norway,NOR,2011,443.3073
Norway,NOR,2012,439.3417
Norway,NOR,2013,413.5258
Norway,NOR,2014,395.4696
Norway,NOR,2015,402.9184
Norway,NOR,2016,400.6787
Norway,NOR,2017,406.5626
Norway,NOR,2018,408.1724
Norway,NOR,2019,399.8542
Norway,NOR,2020,405.5479
Norway,NOR,2021,426.3549
Norway,NOR,2022,416.7278
Slovenia,SVN,1990,65.39664
Slovenia,SVN,1991,62.64031
Slovenia,SVN,1992,61.48682
Slovenia,SVN,1993,61.83283
Slovenia,SVN,1994,62.83934
Slovenia,SVN,1995,62.8064
Slovenia,SVN,1996,66.09478
Slovenia,SVN,1997,62.8409
Slovenia,SVN,1998,58.65856
Slovenia,SVN,1999,55.92387
Slovenia,SVN,2000,55.07248
Slovenia,SVN,2001,55.59287
Slovenia,SVN,2002,51.67259
Slovenia,SVN,2003,51.1325
Slovenia,SVN,2004,48.55495
Slovenia,SVN,2005,47.90726
Slovenia,SVN,2006,45.76826
Slovenia,SVN,2007,45.74769
Slovenia,SVN,2008,43.68798
Slovenia,SVN,2009,40.24657
Slovenia,SVN,2010,39.43761
Slovenia,SVN,2011,36.95116
Slovenia,SVN,2012,35.48572
Slovenia,SVN,2013,34.63959
Slovenia,SVN,2014,32.03294
Slovenia,SVN,2015,32.31994
Slovenia,SVN,2016,32.50172
Slovenia,SVN,2017,31.96886
Slovenia,SVN,2018,31.1713
Slovenia,SVN,2019,30.58919
Slovenia,SVN,2020,32.06323
Slovenia,SVN,2021,30.70315
Slovenia,SVN,2022,28.58666
Denmark,DNK,1990,23.31824
Denmark,DNK,1991,24.79427
Denmark,DNK,1992,24.22292
Denmark,DNK,1993,24.51209
Denmark,DNK,1994,23.84953
Denmark,DNK,1995,23.61401
Denmark,DNK,1996,23.54866
Denmark,DNK,1997,22.66182
Denmark,DNK,1998,20.64944
Denmark,DNK,1999,20.16281
Denmark,DNK,2000,20.72235
Denmark,DNK,2001,20.7821
Denmark,DNK,2002,20.23783
Denmark,DNK,2003,21.17629
Denmark,DNK,2004,20.98089
Denmark,DNK,2005,21.43442
Denmark,DNK,2006,21.92822
Denmark,DNK,2007,24.0885
Denmark,DNK,2008,23.22409
Denmark,DNK,2009,21.15966
Denmark,DNK,2010,21.25753
Denmark,DNK,2011,19.32233
Denmark,DNK,2012,18.2766
Denmark,DNK,2013,18.07206
Denmark,DNK,2014,16.66087
Denmark,DNK,2015,17.28294
Denmark,DNK,2016,17.17215
Denmark,DNK,2017,15.96037
Denmark,DNK,2018,14.69637
Denmark,DNK,2019,12.96787
Denmark,DNK,2020,12.16184
Denmark,DNK,2021,12.14752
Denmark,DNK,2022,11.21338
Iceland,ISL,1990,68.85754
Iceland,ISL,1991,67.54436
Iceland,ISL,1992,65.44292
Iceland,ISL,1993,62.44103
Iceland,ISL,1994,60.51596
Iceland,ISL,1995,60.30092
Iceland,ISL,1996,58.78712
Iceland,ISL,1997,58.36538
Iceland,ISL,1998,63.87415
Iceland,ISL,1999,66.99857
Iceland,ISL,2000,63.53003
Iceland,ISL,2001,61.94296
Iceland,ISL,2002,61.2968
Iceland,ISL,2003,59.88886
Iceland,ISL,2004,60.24489
Iceland,ISL,2005,60.07393
Iceland,ISL,2006,66.35766
Iceland,ISL,2007,78.28281
Iceland,ISL,2008,117.2649
Iceland,ISL,2009,118.3344
Iceland,ISL,2010,116.5538
Iceland,ISL,2011,113.7362
Iceland,ISL,2012,114.6679
Iceland,ISL,2013,116.0338
Iceland,ISL,2014,115.0406
Iceland,ISL,2015,117.8736
Iceland,ISL,2016,116.9161
Iceland,ISL,2017,120.4669
Iceland,ISL,2018,120.08
Iceland,ISL,2019,115.4166
Iceland,ISL,2020,108.489
Iceland,ISL,2021,111.968
Japan,JPN,1990,1252.29
Japan,JPN,1991,1243.431
Japan,JPN,1992,1200.921
Japan,JPN,1993,1155.707
Japan,JPN,1994,1212.702
Japan,JPN,1995,1203.099
Japan,JPN,1996,1158.435
Japan,JPN,1997,1193.526
Japan,JPN,1998,1118.726
Japan,JPN,1999,1135.82
Japan,JPN,2000,1130.301
Japan,JPN,2001,1123.461
Japan,JPN,2002,1114.55
Japan,JPN,2003,1087.87
Japan,JPN,2004,1058.874
Japan,JPN,2005,1011.739
Japan,JPN,2006,973.3934
Japan,JPN,2007,930.9879
Japan,JPN,2008,864.451
Japan,JPN,2009,806.3464
Japan,JPN,2010,776.1149
Japan,JPN,2011,732.4716
Japan,JPN,2012,728.5133
Japan,JPN,2013,719.9112
Japan,JPN,2014,711.5603
Japan,JPN,2015,672.004
Japan,JPN,2016,637.7107
Japan,JPN,2017,598.2219
Japan,JPN,2018,561.813
Japan,JPN,2019,523.3246
Japan,JPN,2020,335.207
Japan,JPN,2021,337.3174
Colombia,COL,2010,501.807
Colombia,COL,2011,400.678
Colombia,COL,2012,476.999
Colombia,COL,2013,505.834
Colombia,COL,2014,536.55
Colombia,COL,2015,530.838
Colombia,COL,2016,536.511
Colombia,COL,2017,416.417
Colombia,COL,2018,480.552
Latvia,LVA,1990,399.283
Latvia,LVA,1991,363.6502
Latvia,LVA,1992,321.2944
Latvia,LVA,1993,323.4814
Latvia,LVA,1994,306.8369
Latvia,LVA,1995,288.5503
Latvia,LVA,1996,291.7655
Latvia,LVA,1997,273.5632
Latvia,LVA,1998,257.4565
Latvia,LVA,1999,254.7765
Latvia,LVA,2000,240.8094
Latvia,LVA,2001,248.1914
Latvia,LVA,2002,240.4633
Latvia,LVA,2003,241.1788
Latvia,LVA,2004,234.3684
Latvia,LVA,2005,211.8117
Latvia,LVA,2006,214.088
Latvia,LVA,2007,198.7223
Latvia,LVA,2008,184.7663
Latvia,LVA,2009,191.9861
Latvia,LVA,2010,153.4752
Latvia,LVA,2011,155.5411
Latvia,LVA,2012,155.6557
Latvia,LVA,2013,137.3308
Latvia,LVA,2014,130.0845
Latvia,LVA,2015,107.1268
Latvia,LVA,2016,104.8993
Latvia,LVA,2017,112.2529
Latvia,LVA,2018,115.8425
Latvia,LVA,2019,111.6759
Latvia,LVA,2020,98.524
Latvia,LVA,2021,100.7281
Latvia,LVA,2022,98.71085
Estonia,EST,1990,74.66557
Estonia,EST,1991,66.69183
Estonia,EST,1992,45.08581
Estonia,EST,1993,40.66771
Estonia,EST,1994,45.19038
Estonia,EST,1995,47.48777
Estonia,EST,1996,52.07574
Estonia,EST,1997,51.70431
Estonia,EST,1998,49.55806
Estonia,EST,1999,45.11842
Estonia,EST,2000,44.41715
Estonia,EST,2001,48.61634
Estonia,EST,2002,47.93918
Estonia,EST,2003,48.82677
Estonia,EST,2004,45.30905
Estonia,EST,2005,42.15407
Estonia,EST,2006,40.38064
