Reference area,REF_AREA,TIME_PERIOD,total emissions by tonnes
Netherlands,NLD,1990,346.5895
Netherlands,NLD,1991,360.3044
Netherlands,NLD,1992,296.9344
Netherlands,NLD,1993,296.017
Netherlands,NLD,1994,256.0165
Netherlands,NLD,1995,219.8267
Netherlands,NLD,1996,223.6145
Netherlands,NLD,1997,213.9657
Netherlands,NLD,1998,198.5027
Netherlands,NLD,1999,196.8578
Netherlands,NLD,2000,174.8599
Netherlands,NLD,2001,168.6571
Netherlands,NLD,2002,161.329
Netherlands,NLD,2003,158.1437
Netherlands,NLD,2004,157.7423
Netherlands,NLD,2005,154.9639
Netherlands,NLD,2006,157.8495
Netherlands,NLD,2007,154.0529
Netherlands,NLD,2008,141.5867
Netherlands,NLD,2009,137.4148
Netherlands,NLD,2010,135.1118
Netherlands,NLD,2011,133.3366
Netherlands,NLD,2012,127.7504
Netherlands,NLD,2013,125.1775
Netherlands,NLD,2014,128.8555
Netherlands,NLD,2015,130.2558
Netherlands,NLD,2016,131.5864
Netherlands,NLD,2017,133.4064
Netherlands,NLD,2018,132.5354
Netherlands,NLD,2019,126.4102
Netherlands,NLD,2020,124.9836
Netherlands,NLD,2021,123.4826
Netherlands,NLD,2022,121.1514
Bulgaria,BGR,1990,148.2411
Bulgaria,BGR,1991,137.4867
Bulgaria,BGR,1992,116.4508
Bulgaria,BGR,1993,96.33022
Bulgaria,BGR,1994,82.22983
Bulgaria,BGR,1995,72.00757
Bulgaria,BGR,1996,66.843
Bulgaria,BGR,1997,66.56215
Bulgaria,BGR,1998,58.95339
Bulgaria,BGR,1999,61.21369
Bulgaria,BGR,2000,56.67294
Bulgaria,BGR,2001,54.26701
Bulgaria,BGR,2002,57.52096
Bulgaria,BGR,2003,56.56044
Bulgaria,BGR,2004,62.52982
Bulgaria,BGR,2005,57.85207
Bulgaria,BGR,2006,57.54844
Bulgaria,BGR,2007,53.48043
Bulgaria,BGR,2008,56.99531
Bulgaria,BGR,2009,53.70446
Bulgaria,BGR,2010,55.72458
Bulgaria,BGR,2011,54.91449
Bulgaria,BGR,2012,55.02655
Bulgaria,BGR,2013,58.65299
Bulgaria,BGR,2014,62.74001
Bulgaria,BGR,2015,62.39882
Bulgaria,BGR,2016,63.57658
Bulgaria,BGR,2017,62.62841
Bulgaria,BGR,2018,62.35734
Bulgaria,BGR,2019,64.43073
Bulgaria,BGR,2020,60.19119
Bulgaria,BGR,2021,60.77687
Bulgaria,BGR,2022,61.19237
Finland,FIN,1990,250.3334
Finland,FIN,1991,202.2217
Finland,FIN,1992,157.8102
Finland,FIN,1993,138.1208
Finland,FIN,1994,123.6602
Finland,FIN,1995,104.9695
Finland,FIN,1996,110.4494
Finland,FIN,1997,101.6377
Finland,FIN,1998,93.74995
Finland,FIN,1999,91.38976
Finland,FIN,2000,81.03143
Finland,FIN,2001,90.36361
Finland,FIN,2002,91.17335
Finland,FIN,2003,102.5079
Finland,FIN,2004,84.62156
Finland,FIN,2005,69.24419
Finland,FIN,2006,84.07767
Finland,FIN,2007,82.85028
Finland,FIN,2008,67.73735
Finland,FIN,2009,59.5969
Finland,FIN,2010,67.14653
Finland,FIN,2011,60.45467
Finland,FIN,2012,51.06461
Finland,FIN,2013,48.49363
Finland,FIN,2014,43.46975
Finland,FIN,2015,42.13921
Finland,FIN,2016,39.91289
Finland,FIN,2017,35.56709
Finland,FIN,2018,32.85526
Finland,FIN,2019,29.12107
Finland,FIN,2020,23.28503
Finland,FIN,2021,23.86033
Ukraine,UKR,1990,846.5402
Ukraine,UKR,1991,817.4612
Ukraine,UKR,1992,770.3279
Ukraine,UKR,1993,744.8435
Ukraine,UKR,1994,688.8334
Ukraine,UKR,1995,638.3278
Ukraine,UKR,1996,568.7935
Ukraine,UKR,1997,494.9426
Ukraine,UKR,1998,474.8879
Ukraine,UKR,1999,445.585
Ukraine,UKR,2000,396.2262
Ukraine,UKR,2001,404.8185
Ukraine,UKR,2002,404.2346
Ukraine,UKR,2003,354.1848
Ukraine,UKR,2004,336.6843
Ukraine,UKR,2005,332.1548
Ukraine,UKR,2006,326.3698
Ukraine,UKR,2007,302.1771
Ukraine,UKR,2008,285.2276
Ukraine,UKR,2009,288.021
Ukraine,UKR,2010,287.8059
Ukraine,UKR,2011,281.1586
Ukraine,UKR,2012,288.3079
Ukraine,UKR,2013,293.8556
Ukraine,UKR,2014,284.4865
Ukraine,UKR,2015,252.5422
Ukraine,UKR,2016,247.7178
Ukraine,UKR,2017,238.9954
Ukraine,UKR,2018,234.7055
Ukraine,UKR,2019,233.1198
Ukraine,UKR,2020,312.0192
Ukraine,UKR,2021,304.8279
Ukraine,UKR,2022,296.2145
Tajikistan,TJK,1990,53.07599
Tajikistan,TJK,1991,46.28046
Tajikistan,TJK,1992,39.48492
Tajikistan,TJK,1993,32.6894
Tajikistan,TJK,1994,25.89386
Tajikistan,TJK,1995,19.09833
Tajikistan,TJK,1996,18.41402
Tajikistan,TJK,1997,17.72971
Tajikistan,TJK,1998,17.0454
Tajikistan,TJK,1999,16.36109
Tajikistan,TJK,2000,17.86618
Tajikistan,TJK,2001,18.86347
Tajikistan,TJK,2002,19.65894
Tajikistan,TJK,2003,20.3737
Tajikistan,TJK,2004,21.56042
Tajikistan,TJK,2005,22.34469
Tajikistan,TJK,2006,23.46262
Tajikistan,TJK,2007,24.85617
Tajikistan,TJK,2008,25.67277
Tajikistan,TJK,2009,26.59005
Tajikistan,TJK,2010,27.49844
Tajikistan,TJK,2011,31.99264
Tajikistan,TJK,2012,38.38979
Tajikistan,TJK,2013,43.41534
Tajikistan,TJK,2014,50.00063
Tajikistan,TJK,2015,54.69991
Tajikistan,TJK,2016,57.09484
Tajikistan,TJK,2017,58.54546
Tajikistan,TJK,2018,59.55282
Tajikistan,TJK,2019,59.40681
Tajikistan,TJK,2020,56.64804
Tajikistan,TJK,2021,59.38401
Tajikistan,TJK,2022,46.03094
Romania,ROU,1990,77.40776
Romania,ROU,1991,63.87634
Romania,ROU,1992,62.33959
Romania,ROU,1993,64.88103
Romania,ROU,1994,67.97754
Romania,ROU,1995,73.4228
Romania,ROU,1996,111.0283
Romania,ROU,1997,130.9685
Romania,ROU,1998,117.683
Romania,ROU,1999,108.9332
Romania,ROU,2000,106.7497
Romania,ROU,2001,87.21805
Romania,ROU,2002,90.18068
Romania,ROU,2003,106.2596
Romania,ROU,2004,119.352
Romania,ROU,2005,120.7538
Romania,ROU,2006,115.8912
Romania,ROU,2007,113.913
Romania,ROU,2008,133.4016
Romania,ROU,2009,125.6933
Romania,ROU,2010,129.062
Romania,ROU,2011,119.1147
Romania,ROU,2012,120.9868
Romania,ROU,2013,113.5423
Romania,ROU,2014,113.6587
Romania,ROU,2015,108.6042
Romania,ROU,2016,108.6849
Romania,ROU,2017,109.7147
Romania,ROU,2018,107.761
Romania,ROU,2019,108.8498
Romania,ROU,2020,107.6994
Romania,ROU,2021,113.9719
Romania,ROU,2022,107.4464
Albania,ALB,1990,4.6669
Albania,ALB,1991,4.33049
Albania,ALB,1992,4.052388
Albania,ALB,1993,3.975396
Albania,ALB,1994,4.161333
Albania,ALB,1995,4.072172
Albania,ALB,1996,3.885228
Albania,ALB,1997,3.66644
Albania,ALB,1998,3.523187
Albania,ALB,1999,3.63089
Albania,ALB,2000,3.619842
Albania,ALB,2001,3.565975
Albania,ALB,2002,3.786931
Albania,ALB,2003,3.408443
Albania,ALB,2004,4.100758
Albania,ALB,2005,3.649569
Albania,ALB,2006,3.746948
Albania,ALB,2007,3.700315
Albania,ALB,2008,4.600778
Albania,ALB,2009,4.014016
Albania,ALB,2010,4.173887
Albania,ALB,2011,4.501819
Albania,ALB,2012,3.909739
Albania,ALB,2013,3.825108
Albania,ALB,2014,3.789213
Albania,ALB,2015,3.775584
Albania,ALB,2016,3.322881
Albania,ALB,2017,3.588661
Albania,ALB,2018,3.932178
Albania,ALB,2019,3.392726
Albania,ALB,2020,3.410001
Albania,ALB,2021,3.754889
Albania,ALB,2022,3.263623
Portugal,PRT,1990,63.51465
Portugal,PRT,1991,64.40999
Portugal,PRT,1992,65.85637
Portugal,PRT,1993,62.66473
Portugal,PRT,1994,62.12785
Portugal,PRT,1995,63.69789
Portugal,PRT,1996,63.55475
Portugal,PRT,1997,64.93988
Portugal,PRT,1998,72.19161
Portugal,PRT,1999,67.40093
Portugal,PRT,2000,65.09768
Portugal,PRT,2001,62.08531
Portugal,PRT,2002,62.61629
Portugal,PRT,2003,58.86642
Portugal,PRT,2004,58.91534
Portugal,PRT,2005,57.22139
Portugal,PRT,2006,54.15038
Portugal,PRT,2007,52.32703
Portugal,PRT,2008,50.64658
Portugal,PRT,2009,48.15765
Portugal,PRT,2010,48.48415
Portugal,PRT,2011,49.79093
Portugal,PRT,2012,48.17659
Portugal,PRT,2013,47.18176
Portugal,PRT,2014,46.43563
Portugal,PRT,2015,46.01147
Portugal,PRT,2016,45.33152
Portugal,PRT,2017,45.55628
Portugal,PRT,2018,45.4338
Portugal,PRT,2019,45.20204
Portugal,PRT,2020,43.953
Portugal,PRT,2021,44.94112
Portugal,PRT,2022,44.37335
Spain,ESP,1990,1310.686
Spain,ESP,1991,1350.575
Spain,ESP,1992,1369.085
Spain,ESP,1993,1306.782
Spain,ESP,1994,1312.099
Spain,ESP,1995,1318.384
Spain,ESP,1996,1303.91
Spain,ESP,1997,1325.225
Spain,ESP,1998,1321.45
Spain,ESP,1999,1324.967
Spain,ESP,2000,1332.131
Spain,ESP,2001,1298.755
Spain,ESP,2002,1321.922
Spain,ESP,2003,1328.724
Spain,ESP,2004,1341.958
Spain,ESP,2005,1316.969
Spain,ESP,2006,1287.383
Spain,ESP,2007,1288.713
Spain,ESP,2008,1100.106
Spain,ESP,2009,984.4176
Spain,ESP,2010,931.3048
Spain,ESP,2011,930.2695
Spain,ESP,2012,876.4875
Spain,ESP,2013,807.5652
Spain,ESP,2014,788.6498
Spain,ESP,2015,806.5247
Spain,ESP,2016,755.6251
Spain,ESP,2017,747.5776
Spain,ESP,2018,737.0797
Spain,ESP,2019,672.5012
Spain,ESP,2020,591.0527
Spain,ESP,2021,609.3022
Spain,ESP,2022,582.7456
Cyprus,CYP,2000,2.51006
Cyprus,CYP,2001,2.25204
Cyprus,CYP,2002,2.178712
Cyprus,CYP,2003,2.189981
Cyprus,CYP,2004,2.190683
Cyprus,CYP,2005,2.119684
Cyprus,CYP,2006,1.992427
Cyprus,CYP,2007,1.905806
Cyprus,CYP,2008,1.880701
Cyprus,CYP,2009,1.667641
Cyprus,CYP,2010,1.585818
Cyprus,CYP,2011,1.422461
Cyprus,CYP,2012,1.103998
Cyprus,CYP,2013,0.9467915
Cyprus,CYP,2014,0.8775527
Cyprus,CYP,2015,0.9148075
Cyprus,CYP,2016,0.9947804
Cyprus,CYP,2017,0.9878709
Cyprus,CYP,2018,0.9888031
Cyprus,CYP,2019,1.028259
Cyprus,CYP,2020,0.9370662
Cyprus,CYP,2021,1.012825
Cyprus,CYP,2022,0.9831235
Croatia,HRV,1990,50.46351
Croatia,HRV,1991,49.76556
Croatia,HRV,1992,45.19711
Croatia,HRV,1993,40.88127
Croatia,HRV,1994,40.00518
Croatia,HRV,1995,37.95702
Croatia,HRV,1996,37.83442
Croatia,HRV,1997,40.17913
Croatia,HRV,1998,36.13594
Croatia,HRV,1999,38.25159
Croatia,HRV,2000,38.95189
Croatia,HRV,2001,41.29262
Croatia,HRV,2002,40.05131
Croatia,HRV,2003,40.13862
Croatia,HRV,2004,42.4748
Croatia,HRV,2005,39.69758
Croatia,HRV,2006,39.49115
Croatia,HRV,2007,39.51617
Croatia,HRV,2008,41.8462
Croatia,HRV,2009,33.10986
Croatia,HRV,2010,35.44172
Croatia,HRV,2011,36.8528
Croatia,HRV,2012,35.35189
Croatia,HRV,2013,28.90365
Croatia,HRV,2014,27.79673
Croatia,HRV,2015,30.41944
Croatia,HRV,2016,28.68561
Croatia,HRV,2017,31.90682
Croatia,HRV,2018,32.10004
Croatia,HRV,2019,30.21417
Croatia,HRV,2020,31.11706
Croatia,HRV,2021,29.77751
Croatia,HRV,2022,26.9156
Iceland,ISL,1990,1.401424
Iceland,ISL,1991,1.402738
Iceland,ISL,1992,1.453582
Iceland,ISL,1993,1.514998
Iceland,ISL,1994,1.510932
Iceland,ISL,1995,1.594595
Iceland,ISL,1996,1.517985
Iceland,ISL,1997,1.535483
Iceland,ISL,1998,1.529106
Iceland,ISL,1999,1.440101
Iceland,ISL,2000,1.492389
Iceland,ISL,2001,1.519271
Iceland,ISL,2002,1.436593
Iceland,ISL,2003,1.591928
Iceland,ISL,2004,1.547516
Iceland,ISL,2005,1.432971
Iceland,ISL,2006,1.689364
Iceland,ISL,2007,1.901167
Iceland,ISL,2008,1.883504
Iceland,ISL,2009,1.775998
Iceland,ISL,2010,1.663281
Iceland,ISL,2011,1.368382
Iceland,ISL,2012,1.413587
Iceland,ISL,2013,1.364854
Iceland,ISL,2014,1.332985
Iceland,ISL,2015,1.300095
Iceland,ISL,2016,1.16618
Iceland,ISL,2017,1.140078
Iceland,ISL,2018,1.173422
Iceland,ISL,2019,1.088193
Iceland,ISL,2020,0.8857169
Iceland,ISL,2021,0.9312147
Iceland,ISL,2022,0.9542036
Belgium,BEL,1990,384.8264
Belgium,BEL,1991,378.3495
Belgium,BEL,1992,377.9632
Belgium,BEL,1993,369.4687
Belgium,BEL,1994,351.9069
Belgium,BEL,1995,343.5521
Belgium,BEL,1996,334.3423
Belgium,BEL,1997,317.3976
Belgium,BEL,1998,308.3468
Belgium,BEL,1999,291.7211
Belgium,BEL,2000,264.0615
Belgium,BEL,2001,257.7934
Belgium,BEL,2002,241.3506
Belgium,BEL,2003,230.3839
Belgium,BEL,2004,217.7034
Belgium,BEL,2005,211.0515
Belgium,BEL,2006,204.0475
Belgium,BEL,2007,194.4651
Belgium,BEL,2008,186.1681
Belgium,BEL,2009,174.0533
Belgium,BEL,2010,172.4775
Belgium,BEL,2011,160.3369
Belgium,BEL,2012,156.9043
Belgium,BEL,2013,152.7579
Belgium,BEL,2014,146.0581
Belgium,BEL,2015,145.3978
Belgium,BEL,2016,141.3988
Belgium,BEL,2017,139.1788
Belgium,BEL,2018,137.1048
Belgium,BEL,2019,136.0631
Belgium,BEL,2020,140.2783
Belgium,BEL,2021,138.9801
Belgium,BEL,2022,130.4074
Georgia,GEO,1990,75.70547
Georgia,GEO,1991,58.12118
Georgia,GEO,1992,46.42867
Georgia,GEO,1993,39.39457
Georgia,GEO,1994,29.03038
Georgia,GEO,1995,29.71488
Georgia,GEO,1996,28.96648
Georgia,GEO,1997,25.59101
Georgia,GEO,1998,21.84657
Georgia,GEO,1999,22.83853
Georgia,GEO,2000,21.46362
Georgia,GEO,2001,17.62798
Georgia,GEO,2002,19.62226
Georgia,GEO,2003,20.367
Georgia,GEO,2004,19.8606
Georgia,GEO,2005,23.62403
Georgia,GEO,2006,24.30526
Georgia,GEO,2007,26.21248
Georgia,GEO,2008,23.33943
Georgia,GEO,2009,27.52539
Georgia,GEO,2010,29.2602
Georgia,GEO,2011,30.11931
Georgia,GEO,2012,32.32277
Georgia,GEO,2013,35.24617
Georgia,GEO,2014,39.86443
Georgia,GEO,2015,42.98843
Georgia,GEO,2016,44.0479
Georgia,GEO,2017,42.00633
Georgia,GEO,2018,39.90076
Georgia,GEO,2019,38.54531
Georgia,GEO,2020,37.94082
Georgia,GEO,2021,39.02605
Georgia,GEO,2022,39.3139
Romania,ROU,1990,819.3116
Romania,ROU,1991,700.1311
Romania,ROU,1992,696.975
Romania,ROU,1993,699.7014
Romania,ROU,1994,665.3793
Romania,ROU,1995,696.0931
Romania,ROU,1996,698.7338
Romania,ROU,1997,614.0616
Romania,ROU,1998,494.4644
Romania,ROU,1999,474.7272
Romania,ROU,2000,491.7766
Romania,ROU,2001,509.3927
Romania,ROU,2002,509.0462
Romania,ROU,2003,587.8615
Romania,ROU,2004,558.2628
Romania,ROU,2005,603.2504
Romania,ROU,2006,648.8072
Romania,ROU,2007,516.8378
Romania,ROU,2008,521.559
Romania,ROU,2009,441.7733
Romania,ROU,2010,355.4084
Romania,ROU,2011,327.2958
Romania,ROU,2012,257.4245
Romania,ROU,2013,207.9239
Romania,ROU,2014,181.041
Romania,ROU,2015,148.886
Romania,ROU,2016,98.06226
Romania,ROU,2017,78.3698
Romania,ROU,2018,70.95244
Romania,ROU,2019,85.87534
Romania,ROU,2020,60.89363
Romania,ROU,2021,66.28403
Romania,ROU,2022,46.54
Canada,CAN,1990,2285.379
Canada,CAN,1991,2261.567
Canada,CAN,1992,2294.029
Canada,CAN,1993,2387.231
Canada,CAN,1994,2448.864
Canada,CAN,1995,2510.46
Canada,CAN,1996,2563.058
Canada,CAN,1997,2557.106
Canada,CAN,1998,2559.699
Canada,CAN,1999,2519.532
Canada,CAN,2000,2512.028
Canada,CAN,2001,2434.337
Canada,CAN,2002,2414.557
Canada,CAN,2003,2355.144
Canada,CAN,2004,2282.34
Canada,CAN,2005,2292.814
Canada,CAN,2006,2168.746
Canada,CAN,2007,2103.203
Canada,CAN,2008,2018.284
Canada,CAN,2009,1869.918
Canada,CAN,2010,1839.083
Canada,CAN,2011,1767.158
Canada,CAN,2012,1778.924
Canada,CAN,2013,1811.343
Canada,CAN,2014,1810.229
Canada,CAN,2015,1709.624
Canada,CAN,2016,1603.212
Canada,CAN,2017,1595.147
Canada,CAN,2018,1625.338
Canada,CAN,2019,1578.523
Canada,CAN,2020,1392.64
Canada,CAN,2021,1404.843
Canada,CAN,2022,1406.537
Sweden,SWE,1990,60.35304
Sweden,SWE,1991,58.35412
Sweden,SWE,1992,59.41845
Sweden,SWE,1993,60.6575
Sweden,SWE,1994,61.70271
Sweden,SWE,1995,61.1379
Sweden,SWE,1996,61.22443
Sweden,SWE,1997,62.49055
Sweden,SWE,1998,61.87892
Sweden,SWE,1999,60.36825
Sweden,SWE,2000,59.66378
Sweden,SWE,2001,59.11163
Sweden,SWE,2002,58.60661
Sweden,SWE,2003,58.6147
Sweden,SWE,2004,58.87375
Sweden,SWE,2005,57.40793
Sweden,SWE,2006,56.47375
Sweden,SWE,2007,56.1349
Sweden,SWE,2008,56.59927
Sweden,SWE,2009,53.78799
Sweden,SWE,2010,54.33022
Sweden,SWE,2011,53.97718
Sweden,SWE,2012,52.84214
Sweden,SWE,2013,53.77351
Sweden,SWE,2014,53.69049
Sweden,SWE,2015,53.75831
Sweden,SWE,2016,52.49182
Sweden,SWE,2017,52.70522
Sweden,SWE,2018,52.53251
Sweden,SWE,2019,51.89831
Sweden,SWE,2020,52.11079
Sweden,SWE,2021,51.14424
Sweden,SWE,2022,51.1634
Australia,AUS,1990,1585.176
Australia,AUS,1991,1569.958
Australia,AUS,1992,1652.009
Australia,AUS,1993,1742.286
Australia,AUS,1994,1764.29
Australia,AUS,1995,1673.394
Australia,AUS,1996,1761.386
Australia,AUS,1997,1817.474
Australia,AUS,1998,1742.827
Australia,AUS,1999,1832.244
Australia,AUS,2000,2342.997
Australia,AUS,2001,2585.631
Australia,AUS,2002,2776.333
Australia,AUS,2003,2776.272
Australia,AUS,2004,2512.307
Australia,AUS,2005,2520.124
Australia,AUS,2006,2482.611
Australia,AUS,2007,2444.737
Australia,AUS,2008,2512.381
Australia,AUS,2009,2597.932
Australia,AUS,2010,2378.123
Australia,AUS,2011,2507.024
Australia,AUS,2012,2518.107
Australia,AUS,2013,2414.193
Australia,AUS,2014,2499.565
Australia,AUS,2015,2384.729
Australia,AUS,2016,2465.597
Australia,AUS,2017,2287.739
Australia,AUS,2018,2083.004
Australia,AUS,2019,2197.911
Australia,AUS,2020,2122.282
Australia,AUS,2021,2221.654
United States,USA,1990,20979
United States,USA,1991,20773.973
United States,USA,1992,20556.245
United States,USA,1993,20187.014
United States,USA,1994,19896.71
United States,USA,1995,19575.562
United States,USA,1996,17238.017
United States,USA,1997,17042.561
United States,USA,1998,16453.008
United States,USA,1999,15969.353
United States,USA,2000,15329.42
United States,USA,2001,15149.274
United States,USA,2002,14415.594
United States,USA,2003,14418.715
United States,USA,2004,14548.402
United States,USA,2005,14371.944
United States,USA,2006,13736.409
United States,USA,2007,13460.077
United States,USA,2008,13045.333
United States,USA,2009,12135.885
United States,USA,2010,11991.053
United States,USA,2011,12128.188
United States,USA,2012,11975.878
United States,USA,2013,11488.781
United States,USA,2014,11448.654
United States,USA,2015,11000.221
United States,USA,2016,10713.726
United States,USA,2017,11323.179
United States,USA,2018,11482.067
United States,USA,2019,10893.135
United States,USA,2020,10893.309
United States,USA,2021,11614.179
United States,USA,2022,11499.154
Cyprus,CYP,1990,7.56209
Cyprus,CYP,1991,7.597095
Cyprus,CYP,1992,8.138699
Cyprus,CYP,1993,8.327089
Cyprus,CYP,1994,8.325177
Cyprus,CYP,1995,8.515101
Cyprus,CYP,1996,8.900015
Cyprus,CYP,1997,9.001271
Cyprus,CYP,1998,9.152492
Cyprus,CYP,1999,9.143921
Cyprus,CYP,2000,9.316494
Cyprus,CYP,2001,10.09583
Cyprus,CYP,2002,10.63984
Cyprus,CYP,2003,10.15125
Cyprus,CYP,2004,9.869504
Cyprus,CYP,2005,9.009728
Cyprus,CYP,2006,9.318859
Cyprus,CYP,2007,9.203463
Cyprus,CYP,2008,8.815352
Cyprus,CYP,2009,8.638578
Cyprus,CYP,2010,8.882731
Cyprus,CYP,2011,8.771974
Cyprus,CYP,2012,8.306632
Cyprus,CYP,2013,7.711783
Cyprus,CYP,2014,7.985328
Cyprus,CYP,2015,6.910871
Cyprus,CYP,2016,7.168287
Cyprus,CYP,2017,7.305433
Cyprus,CYP,2018,7.470627
Cyprus,CYP,2019,7.594855
Cyprus,CYP,2020,7.933391
Cyprus,CYP,2021,7.953089
Cyprus,CYP,2022,7.738651
Iceland,ISL,1990,2.979516
Iceland,ISL,1991,2.728701
Iceland,ISL,1992,2.792473
Iceland,ISL,1993,2.939293
Iceland,ISL,1994,3.135466
Iceland,ISL,1995,3.450082
Iceland,ISL,1996,3.198521
Iceland,ISL,1997,3.196054
Iceland,ISL,1998,3.338359
Iceland,ISL,1999,3.226422
Iceland,ISL,2000,3.285281
Iceland,ISL,2001,3.481513
Iceland,ISL,2002,3.18987
Iceland,ISL,2003,4.194485
Iceland,ISL,2004,3.384835
Iceland,ISL,2005,2.928312
Iceland,ISL,2006,3.15116
Iceland,ISL,2007,3.567286
Iceland,ISL,2008,4.110851
Iceland,ISL,2009,4.100801
Iceland,ISL,2010,4.181722
Iceland,ISL,2011,2.929304
Iceland,ISL,2012,2.596308
Iceland,ISL,2013,2.629443
Iceland,ISL,2014,2.45699
Iceland,ISL,2015,2.31845
Iceland,ISL,2016,2.60748
Iceland,ISL,2017,2.470392
Iceland,ISL,2018,2.33441
Iceland,ISL,2019,2.330469
Iceland,ISL,2020,2.108396
Iceland,ISL,2021,2.266625
Iceland,ISL,2022,2.165175
Czechia,CZE,1990,756.1323
Czechia,CZE,1991,717.189
Czechia,CZE,1992,673.2308
Czechia,CZE,1993,547.6078
Czechia,CZE,1994,454.8236
Czechia,CZE,1995,387.1974
Czechia,CZE,1996,369.4745
Czechia,CZE,1997,341.9173
Czechia,CZE,1998,326.1
Czechia,CZE,1999,301.6604
Czechia,CZE,2000,310.5823
Czechia,CZE,2001,308.1981
Czechia,CZE,2002,302.0415
Czechia,CZE,2003,306.8142
Czechia,CZE,2004,307.2701
Czechia,CZE,2005,304.8786
Czechia,CZE,2006,296.1074
Czechia,CZE,2007,295.3018
Czechia,CZE,2008,277.6903
Czechia,CZE,2009,261.0802
Czechia,CZE,2010,257.2968
Czechia,CZE,2011,244.0731
Czechia,CZE,2012,231.9472
Czechia,CZE,2013,219.2717
Czechia,CZE,2014,214.1454
Czechia,CZE,2015,208.4874
Czechia,CZE,2016,198.7108
Czechia,CZE,2017,194.3256
Czechia,CZE,2018,186.6577
Czechia,CZE,2019,173.1016
Czechia,CZE,2020,158.6852
Czechia,CZE,2021,162.6551
Czechia,CZE,2022,155.6708
Poland,POL,1990,422.4451
Poland,POL,1991,440.3138
Poland,POL,1992,417.6805
Poland,POL,1993,511.4114
Poland,POL,1994,459.2932
Poland,POL,1995,456.0761
Poland,POL,1996,458.5552
Poland,POL,1997,407.287
Poland,POL,1998,352.7367
Poland,POL,1999,342.773
Poland,POL,2000,294.5282
Poland,POL,2001,305.8215
Poland,POL,2002,312.229
Poland,POL,2003,304.544
Poland,POL,2004,311.7317
Poland,POL,2005,322.9566
Poland,POL,2006,346.2527
Poland,POL,2007,325.2687
Poland,POL,2008,332.1201
Poland,POL,2009,329.0122
Poland,POL,2010,360.8595
Poland,POL,2011,336.2412
Poland,POL,2012,339.3205
Poland,POL,2013,327.2384
Poland,POL,2014,300.4211
Poland,POL,2015,296.5637
Poland,POL,2016,306.4637
Poland,POL,2017,298.474
Poland,POL,2018,374.0117
Poland,POL,2019,324.8782
Poland,POL,2020,307.38
Poland,POL,2021,298.1721
Poland,POL,2022,262.2686
Kazakhstan,KAZ,1990,757.1554
Kazakhstan,KAZ,1991,335.3397
Kazakhstan,KAZ,1992,374.8091
Kazakhstan,KAZ,1993,327.8563
Kazakhstan,KAZ,1994,271.1557
Kazakhstan,KAZ,1995,352.0657
Kazakhstan,KAZ,1996,240.9066
Kazakhstan,KAZ,1997,228.2756
Kazakhstan,KAZ,1998,184.5144
Kazakhstan,KAZ,1999,291.0895
Kazakhstan,KAZ,2000,325.2332
Kazakhstan,KAZ,2001,315.3104
Kazakhstan,KAZ,2002,364.9064
Kazakhstan,KAZ,2003,3727.752
Kazakhstan,KAZ,2004,445.6534
Kazakhstan,KAZ,2005,3821.867
Kazakhstan,KAZ,2006,3848.959
Kazakhstan,KAZ,2007,526.0268
Kazakhstan,KAZ,2008,487.7746
Kazakhstan,KAZ,2009,471.9754
Kazakhstan,KAZ,2010,449.8794
Kazakhstan,KAZ,2011,507.7516
Kazakhstan,KAZ,2012,534.363
Kazakhstan,KAZ,2013,529.6309
Kazakhstan,KAZ,2014,606.7422
Kazakhstan,KAZ,2015,583.3724
Kazakhstan,KAZ,2016,601.2501
Kazakhstan,KAZ,2017,569.9457
Kazakhstan,KAZ,2018,571.5031
Kazakhstan,KAZ,2019,661.2024
Kazakhstan,KAZ,2020,537.6761
Kazakhstan,KAZ,2021,552.8608
Kazakhstan,KAZ,2022,515.3497
Israel,ISR,1996,247.421
Israel,ISR,2000,239.201
Israel,ISR,2003,247.084
Israel,ISR,2004,228.786
Israel,ISR,2005,233.054
Israel,ISR,2006,237.923
Israel,ISR,2007,248.435
Israel,ISR,2008,244.959
Israel,ISR,2009,262.896
Israel,ISR,2010,267.843
Israel,ISR,2011,271.537
Israel,ISR,2012,269.185
OECD,OECD,1990,55202.90625
OECD,OECD,1991,52435.4375
OECD,OECD,1992,49952.54688
OECD,OECD,1993,48113.6875
OECD,OECD,1994,47252.17188
OECD,OECD,1995,43198.83984
OECD,OECD,1996,41920.22266
OECD,OECD,1997,41178.93359
OECD,OECD,1998,40115.16797
OECD,OECD,1999,37383.51953
OECD,OECD,2000,34356.57422
OECD,OECD,2001,35043.50391
OECD,OECD,2002,33666.43359
OECD,OECD,2003,32289.02344
OECD,OECD,2004,30915.35156
OECD,OECD,2005,30213.11914
OECD,OECD,2006,27609.92188
OECD,OECD,2007,27852.56445
OECD,OECD,2008,24774.40234
OECD,OECD,2009,21792.5957
OECD,OECD,2010,20026.57227
OECD,OECD,2011,19121.54492
OECD,OECD,2012,17489.9707
OECD,OECD,2013,16317.98926
OECD,OECD,2014,15894.61035
OECD,OECD,2015,14277.09375
OECD,OECD,2016,13541.09082
OECD,OECD,2017,13055.88965
OECD,OECD,2018,12784.52051
OECD,OECD,2019,11992.09375
OECD,OECD,2020,10896.77246
OECD,OECD,2021,11536.93359
