Year,NOC,Total Athletes,Medal Count,Average Age (M),Average Height (M),Average Weight (M),Average Age (F),Average Height (F),Average Weight (F),Country Name,Armed forces personnel (% of total labor force),"Compulsory education, duration (years)",Control of Corruption: Percentile Rank,Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),Government Effectiveness: Percentile Rank,"Government expenditure on education, total (% of GDP)","International tourism, expenditures (current US$)",Military expenditure (% of GDP),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",Political Stability and Absence of Violence/Terrorism: Percentile Rank,Population growth (annual %),"Population, total",Rule of Law: Percentile Rank,Strength of legal rights index (0=weak to 12=strong),"Unemployment, total (% of total labor force) (modeled ILO estimate)"
1996,SEN,11,0.0,27.5,185.25,80.375,,,,Senegal,0.704358196098179,,52.1505393981934,,,47.904,6559712165.96508,2.01997720854131,741.761664681773,-0.411196109401573,57.9234962463379,,127000000.0,1.24391793737025,,25.0,2.41189015578578,8843423.0,46.2311553955078,,2.826
1996,SEY,9,0.0,24.25,180.125,76.125,23.0,163.0,52.0,,,,,,,,,,,,,,,,,,,,,,
1996,SGP,14,0.0,20.4,178.0,69.71428571428571,21.1,163.0,54.0,Singapore,3.46860908775581,,97.3118286132813,,,62.481,96293086513.0872,7.47139086002002,26232.866096827,3.1909851392228,100.0,,5015000000.0,4.25331403898939,,87.2340393066406,4.06431846839031,3670704.0,87.939697265625,,3.57
1996,SKN,10,0.0,23.2,182.75,78.0,24.444444444444443,169.85714285714286,58.285714285714285,,,,,,,,,,,,,,,,,,,,,,
1996,SLE,14,0.0,24.0,181.9,80.9090909090909,22.0,169.57142857142858,61.42857142857143,Sierra Leone,0.943500070762505,,26.3440856933594,,,61.947,941742152.709895,1.75382010464673,216.62341891992,1.21031323574667,4.9180326461792,,36500000.0,1.35295037022412,,6.38297891616821,0.535570653886934,4347370.0,8.5427131652832,,4.21
1996,SLO,37,2.0,25.454545454545453,181.92592592592592,76.92592592592592,21.928571428571427,172.46153846153845,60.53846153846154,,,,,,,,,,,,,,,,,,,,,,
1996,SMR,7,0.0,24.33333333333333,180.3333333333333,81.33333333333333,33.0,175.0,60.0,San Marino,,,,,,,,,,,,,,,,,1.39265234387862,25235.0,76.8844223022461,,
1996,SOL,4,0.0,24.0,,62.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,
1996,SOM,4,0.0,28.0,176.0,69.66666666666667,,,,Somalia,16.7087603659293,,5.37634420394897,,,27.241,1792234297.39194,8.04601505005682,239.845605844393,4.26463225647626,1.09289622306824,,,,,0.531914889812469,3.56249934564789,7472450.0,0.0,,19.394
1996,SRI,9,0.0,25.2,174.25,63.0,27.33333333333333,161.33333333333334,57.833333333333336,,,,,,,,,,,,,,,,,,,,,,
1996,STP,2,0.0,18.0,176.0,63.0,19.0,165.0,56.0,Sao Tome and Principe,2.41779497098646,,66.6666641235352,,,47.474,135188165.74708,1.49999999373425,998.347013167814,-0.250232629558894,41.5300559997559,,,,,84.5744705200195,1.73940747787607,135412.0,60.3015060424805,,14.319
1996,SUD,4,0.0,25.0,172.0,63.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,
1996,SUI,115,11.0,28.12745098039216,178.05,73.28,25.65714285714286,168.13636363636363,57.27272727272727,,,,,,,,,,,,,,,,,,,,,,
1996,SUR,7,0.0,22.5,178.33333333333334,73.0,19.8,162.2,52.6,Suriname,1.33004270914922,,61.2903213500977,,,42.454,861372806.2082,1.00000122281456,1940.75444019205,-1.12634333714698,25.6830596923828,,38000000.0,,,60.638298034668,2.12776891692143,443834.0,48.2412071228027,,10.88
1996,SVK,71,3.0,21.639303482587064,181.30348258706468,72.76865671641791,23.59259259259259,170.125,57.79166666666666,Slovak Republic,1.85145160162483,,62.9032249450684,,,53.329,27925036755.3866,6.61989812050714,5196.94037965932,6.39444978706274,66.1202163696289,4.12440013885498,517000000.0,2.9738286677448,,75.5319137573242,0.211674396431709,5373361.0,57.2864303588867,,11.341
1996,SWE,182,31.0,28.8955223880597,185.10927456382,81.39944903581267,25.736263736263737,166.22131147540983,59.45833333333333,Sweden,2.17167463979393,,98.9247283935547,,,56.957,291743811512.079,1.57945640649923,32998.9681608432,1.41792423811522,97.2677612304688,6.83862018585205,7642000000.0,2.14090775518102,,99.4680862426758,0.159147080582875,8840998.0,96.9849243164063,,9.547
1996,SWZ,6,0.0,27.4,170.0,61.66666666666666,19.0,,,Eswatini,1.0755039632321,,58.6021499633789,,,41.962,1602741833.70552,3.84205363771881,1646.22353596086,1.70737552317404,30.6010932922363,4.93815994262695,44000000.0,1.65257773101622,,40.4255332946777,2.07712069261552,973587.0,37.1859283447266,,22.076
1996,SYR,7,1.0,24.0,163.25,63.8,22.0,187.0,63.0,Syrian Arab Republic,12.828083074569,,19.8924732208252,,,45.797,13789560878.2435,9.82556940470964,937.499103653209,6.87305241927962,21.8579235076904,3.699049949646,,6.04191605498678,,34.5744667053223,2.72516703897855,14708879.0,33.165828704834,,7.225
1996,TAN,7,0.0,26.166666666666668,169.0,66.16666666666667,24.0,164.0,56.0,,,,,,,,,,,,,,,,,,,,,,
1996,TGA,5,1.0,25.0,181.0,93.75,22.0,165.0,55.0,,,,,,,,,,,,,,,,,,,,,,
1996,THA,37,2.0,26.41176470588235,171.54166666666666,64.0,19.1,163.92857142857142,55.42857142857143,Thailand,1.1870715211044,,45.1612892150879,,,73.871,183035237429.281,5.65194446499471,3039.89213930404,4.27229661472246,60.6557388305664,3.49960994720459,4735000000.0,2.15152508135528,,61.7021293640137,1.31444344617537,60211096.0,64.8241195678711,,1.071
1996,TJK,8,0.0,22.33333333333333,190.5,92.0,19.0,160.0,47.0,Tajikistan,1.59307237226102,,5.91397857666016,,,38.585,1043654822.33503,-16.6999984353389,172.916499160817,-18.348263609781,6.01092910766602,2.04345011711121,,1.28914100486224,,3.19148945808411,1.99854825047908,6035600.0,3.01507544517517,,13.4
1996,TKM,7,0.0,24.75,182.5,83.0,23.666666666666668,161.5,53.0,Turkmenistan,1.2695958594247,,15.5913982391357,,,48.7,2378759975.44506,6.69999216064754,553.059414303541,4.85256676989141,12.021858215332,,74000000.0,2.04174435876061,,61.1702117919922,1.74658473889098,4301093.0,6.03015089035034,,10.3
1996,TOG,5,0.0,26.285714285714285,173.57142857142858,72.83333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
1996,TPE,77,1.0,25.536585365853657,172.525,69.975,23.096774193548384,163.747311827957,55.75806451612903,,,,,,,,,,,,,,,,,,,,,,
1996,TTO,12,2.0,26.5,178.7,74.2,19.83333333333333,170.0,59.333333333333336,Trinidad and Tobago,1.23729308962844,,80.6451644897461,,,50.677,5759537726.26601,7.13447746480871,4385.09870025141,6.67671659708904,55.1912574768066,3.24876999855042,98000000.0,,,57.4468078613281,0.428192330287734,1313434.0,64.3216094970703,,16.25
1996,TUN,51,1.0,23.33333333333333,179.57575757575756,76.05882352941177,26.428571428571427,169.0,63.5,Tunisia,1.91404928676913,,35.4838714599609,,,40.756,19587161806.7655,7.14608096782061,2076.99039894444,5.59581417999837,62.8415298461914,6.2878098487854,282000000.0,1.86753522903203,,55.319149017334,1.45744140158175,9430550.0,41.2060317993164,,16.07
1996,TUR,53,6.0,24.64583333333333,173.47058823529412,75.15384615384616,23.53846153846154,169.22222222222223,58.55555555555556,Turkiye,3.2473315470867,,51.6129035949707,,,50.367,181464408820.097,7.37966447375686,3009.67016435321,5.61956778849056,55.7377052307129,,,4.13969694261893,,10.638298034668,1.65271651937728,60293786.0,47.2361793518066,,6.629
1996,UAE,4,0.0,23.75,180.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,
1996,UGA,10,1.0,24.857142857142858,170.6,72.66666666666667,26.666666666666668,164.0,48.0,Uganda,0.694457741774452,,27.9569892883301,,,67.373,6044585326.938,9.07211457909349,284.456803503525,6.15281890961705,27.3224048614502,,,2.21091090169168,,8.51063823699951,2.71295214058182,21249572.0,32.6633148193359,,3.182
1996,UKR,231,34.0,25.573394495412845,178.35333333333332,78.0,22.398496240601503,167.10526315789474,57.5268817204301,Ukraine,1.96472708791712,,13.4408597946167,,,53.686,44558831005.0621,-10.0,872.713500976563,-9.1979633761285,27.8688526153564,,405000000.0,2.19078630905066,,42.5531921386719,-0.887199615688563,51057800.0,22.6130657196045,,7.65
1996,URU,14,0.0,26.307692307692307,177.5,71.28571428571429,17.5,,,,,,,,,,,,,,,,,,,,,,,,
1996,USA,648,259.0,31.673199152542374,189.1797235023041,86.63895304080062,30.92887323943662,174.1653481012658,61.394822006472495,United States,1.13874775427621,,91.3978500366211,,,61.899,8073122000000.0,3.7727726858688,29967.7127181749,2.57246399417865,89.0710372924805,,65477000000.0,3.55498220635218,,77.6595764160156,1.16341161998189,269394000.0,92.4623107910156,,5.451
1996,UZB,71,2.0,24.6,181.46666666666667,81.18253968253968,23.25,158.0,48.5,Uzbekistan,0.529472877521643,,12.9032258987427,,,54.969,13948892215.5689,1.70000000306203,600.598157828584,-0.226716896888348,7.65027332305908,,,1.23418587554756,,27.1276588439941,1.91268599840564,23225000.0,12.0603017807007,,10.7
1996,VAN,4,0.0,24.666666666666668,167.33333333333334,62.0,29.0,164.0,57.0,,,,,,,,,,,,,,,,,,,,,,
1996,VEN,39,0.0,23.34042553191489,178.16666666666666,76.15,24.33333333333333,168.5,73.5,"Venezuela, RB",0.846093548600952,,22.5806446075439,,,56.716,70543211119.099,-0.197837256663462,3125.23778765472,-2.25304789027319,34.4262313842773,,2336000000.0,1.03948338355238,,26.0638294219971,2.08078359413242,22572110.0,26.1306533813477,,11.77
1996,VIE,6,0.0,23.0,,,21.33333333333333,159.0,51.0,,,,,,,,,,,,,,,,,,,,,,
1996,VIN,8,0.0,22.0,185.66666666666663,71.5,19.0,,,,,,,,,,,,,,,,,,,,,,,,
1996,YEM,4,0.0,24.75,166.66666666666666,59.66666666666666,,,,"Yemen, Rep.",3.04564331600942,,27.4193553924561,,,40.611,6496163615.66086,4.63496731668951,390.99772182518,1.41683448095165,31.6939888000488,,,5.28134594096812,,9.57446765899658,3.12386934377468,16614326.0,9.04522609710693,,9.588
1996,ZAM,8,1.0,25.857142857142858,170.16666666666666,60.57142857142857,25.0,,,,,,,,,,,,,,,,,,,,,,,,
1996,ZIM,13,0.0,24.88888888888889,176.7058823529412,68.66666666666667,17.0,,,,,,,,,,,,,,,,,,,,,,,,
1998,AND,3,0.0,24.6,173.6,73.4,22.0,164.0,65.0,Andorra,,10.0,89.3048095703125,,,,1211953994.05714,3.19479339289236,18592.2436421492,2.39691998648581,87.978141784668,,,,,90.4255294799805,0.776176625940364,65186.0,85.5,,
1998,ARG,2,0.0,24.0,185.0,85.0,20.0,170.0,65.0,Argentina,0.639233312493657,10.0,50.2673797607422,,,55.058,298948250000.0,3.85017885156228,8250.67317414321,2.65434759734458,63.9344253540039,4.03986978530884,5282000000.0,1.13631802186333,,39.361701965332,1.15817763601349,36233195.0,50.5,,12.65
1998,ARM,7,0.0,24.5,172.0,74.5,20.666666666666668,163.0,,Armenia,3.75531629220503,,21.9251327514648,,,56.717,1893726437.26462,7.29999998770998,584.384267258527,8.3220908055096,32.2404365539551,,55000000.0,3.52809600318196,,25.0,-0.948046157437858,3240550.0,40.0,,9.4
1998,AUS,23,1.0,27.08333333333333,176.54166666666666,78.625,27.9,166.8,62.1,Australia,0.630984425381176,11.0,92.5133666992188,,,58.171,399674421759.479,4.66325162994434,21479.1142020092,3.62521847644352,89.6174850463867,,8307000000.0,1.87112181310612,,82.9787216186523,0.996734717801419,18607584.0,96.5,,7.684
1998,AUT,96,20.0,28.661993769470403,185.0007788161994,92.1253894080997,25.512820512820515,167.23076923076923,61.729729729729726,Austria,1.17355089677343,9.0,93.0481262207031,,,55.601,218259904401.956,3.58142581460447,27361.8751106437,3.46782994124915,92.8961715698242,6.10374021530151,10399000000.0,1.01807286299799,,85.638298034668,0.109728368100981,7976789.0,97.5,,5.493
1998,AZE,4,0.0,24.0,177.5,73.0,20.0,160.5,49.0,Azerbaijan,2.09174491608779,9.0,3.74331545829773,,,70.317,4446368570.6901,9.99999961153691,561.906807871869,8.96088676293809,18.032787322998,3.38001990318298,181000000.0,2.41235591259715,,22.8723411560059,0.949138146647058,7913000.0,15.0,,10.0
1998,BEL,1,1.0,30.0,181.0,84.0,,,,Belgium,1.02354816602185,12.0,87.1657791137695,,,46.111,258528339631.029,1.96180827198427,25338.4432934904,1.7443238954726,92.349723815918,,,1.46391926511004,,81.9148941040039,0.213527650670943,10203008.0,87.0,,9.323
1998,BER,1,0.0,23.0,172.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,
1998,BIH,8,0.0,26.6,182.8,88.7,21.0,170.0,61.0,Bosnia and Herzegovina,6.2052554184146,8.0,42.2459907531738,,,32.639,4116774300.60671,16.6163744979847,1000.41683499719,14.7088526899538,6.55737686157227,,97000000.0,,,27.659574508667,1.64924947318851,4115059.0,30.5,,23.633
1998,BLR,59,2.0,25.808823529411764,178.53731343283582,75.71641791044776,26.435897435897434,167.69230769230768,57.69230769230769,Belarus,1.93191629749728,9.0,47.5935821533203,,,50.189,15221352698.8944,8.39999134340503,1511.25979105507,8.88936442851116,32.2404365539551,,138000000.0,1.49509870243434,,50.0,-0.450435237181926,10071963.0,22.0,,14.0
1998,BRA,1,0.0,25.0,,,,,,Brazil,0.934358760151851,8.0,56.1497344970703,,,56.923,863710759256.435,0.338097901207306,5049.76466914353,-1.12444242574024,49.7267761230469,4.75665998458862,6019000000.0,1.66229191975824,,34.042552947998,1.46833970853954,171039804.0,45.0,,10.15
1998,BUL,19,1.0,24.0,178.21428571428572,74.07142857142857,21.7,166.05,57.85,,,,,,,,,,,,,,,,,,,,,,
1998,CAN,145,49.0,26.40782828282828,179.46843434343432,84.88299663299664,23.66104868913858,160.5632183908046,53.99233716475096,Canada,0.4438230146756,10.0,95.1871643066406,,,59.737,634000000000.0,3.89288652990767,21024.5850687045,3.03423767899854,95.0819702148438,5.49377012252808,13384000000.0,1.25629390156868,,79.2553176879883,0.829909353323744,30155173.0,94.5,,8.279
1998,CHI,3,0.0,23.5,175.5,80.25,,,,Channel Islands,,,,,,55.209,5945677376.61477,,41229.0142680848,,,,,,,,0.460106455286759,144211.0,,,6.289
1998,CHN,57,14.0,21.25925925925926,175.86363636363637,74.22727272727273,22.016393442622952,166.32203389830508,61.22033898305085,China,0.535894226880936,9.0,45.9893035888672,,,74.8,1029060747620.65,7.84595178729862,828.594691043134,6.81606456437845,50.2732238769531,1.84432995319366,9943000000.0,1.65508069090551,,32.9787216186523,0.959550406298151,1241935000.0,36.0,,3.24
1998,CRO,6,0.0,22.857142857142858,176.42857142857142,78.0,16.666666666666668,173.66666666666666,71.33333333333333,,,,,,,,,,,,,,,,,,,,,,
1998,CYP,1,0.0,26.0,,,,,,Cyprus,2.52811396033099,9.0,81.8181838989258,,,57.972,10248617647.0588,6.11084674642566,15092.826171875,4.81774889848235,86.3387985229492,,536000000.0,4.67631794591642,,54.7872352600098,1.89716036586914,914660.0,80.5,,3.3
1998,CZE,64,23.0,29.154008438818565,180.6582278481013,85.43881856540084,22.02777777777778,168.38888888888889,58.41666666666666,Czechia,1.24519148235138,,70.0534744262695,,,57.094,66807429711.411,-0.356566596194511,6489.7036188033,-0.26211493574327,71.5847015380859,3.58012008666992,,1.82593182035358,,77.1276626586914,-0.0947447516571582,10294373.0,74.5,,6.455
1998,DEN,12,5.0,25.63636363636364,182.16666666666663,73.83333333333333,27.875,169.33333333333334,64.0,,,,,,,,,,,,,,,,,,,,,,
1998,ESP,12,0.0,24.61111111111111,176.83333333333334,67.5,24.5,162.5,57.16666666666666,Spain,1.54932359051534,10.0,90.3743286132813,,,41.515,619214834614.099,4.39310073452258,15394.3514628249,3.96196525367681,89.0710372924805,4.28785991668701,7119000000.0,1.75731994886122,,52.1276588439941,0.413847481113965,40223509.0,90.0,,18.673
1998,EST,20,0.0,24.942857142857143,180.5428571428572,73.05714285714286,22.384615384615383,169.15384615384616,56.76923076923077,Estonia,1.06326263778484,9.0,73.2620315551758,,,54.252,5674080542.88575,4.33982551026151,4093.39247738765,5.346900129209,69.9453582763672,6.23536014556885,197000000.0,1.06749171827448,,68.6170196533203,-0.960559004588775,1386156.0,66.0,,9.51
1998,FIN,85,58.0,25.52380952380953,179.39285714285714,74.73214285714286,24.02083333333333,165.20833333333334,60.19791666666666,Finland,1.38993221803483,9.0,100.0,,,52.217,134038718291.055,5.45718050065875,26009.2694886182,5.17759148031172,98.3606567382813,,2565000000.0,1.46317555780765,,98.9361724853516,0.265472962436301,5153498.0,100.0,,13.215
1998,FRA,109,15.0,24.635416666666668,181.0390625,80.5078125,22.32908163265306,158.58673469387756,48.36479591836735,France,1.66919180220852,10.0,89.8395690917969,,,48.766,1503108739159.44,3.58865942535427,24971.5744885632,3.20515305526739,88.5245895385742,5.68792009353638,,2.22620830652768,,69.6808547973633,0.370907432047304,60192790.0,91.0,,12.074
1998,GBR,42,4.0,30.319607843137256,182.46666666666664,91.97619047619048,27.142857142857142,168.0,68.33333333333333,United Kingdom,0.747851607579071,11.0,96.2566833496094,,,57.931,1653694932096.72,3.41426987375397,28274.5045119699,3.11335305603836,94.5355224609375,4.20465993881226,41458000000.0,2.49596227501881,,78.1914901733398,0.291406085432392,58487141.0,95.0,,6.198
1998,GEO,4,0.0,26.6,177.4,74.8,16.0,163.0,59.0,Georgia,1.86319845582675,6.0,19.786096572876,,,55.897,3613497316.55319,3.10150969616576,851.515542450841,5.68429106346969,30.0546455383301,2.10888004302979,239000000.0,1.13697395615685,,7.97872352600098,-2.474222975613,4243607.0,11.0,,14.53
1998,GER,127,44.0,28.7411003236246,183.940668824164,87.23588637180869,24.95035460992908,159.28014184397162,49.56737588652482,,,,,,,,,,,,,,,,,,,,,,
1998,GRE,13,0.0,27.615384615384617,180.7692307692308,82.15384615384616,22.0,165.0,53.0,,,,,,,,,,,,,,,,,,,,,,
1998,HUN,17,0.0,25.6,181.9,83.1,21.071428571428573,171.57142857142858,64.35714285714286,Hungary,1.73599574926239,,75.4010696411133,,,43.776,48706787306.2574,3.90000450119636,4744.21226429639,4.14203981655979,81.9672164916992,4.40864992141724,1496000000.0,1.2721641748015,,91.4893646240234,-0.232679336866497,10266570.0,73.5,,8.925
1998,IND,1,0.0,16.0,183.0,85.0,,,,India,0.614701709237944,,49.7326202392578,,,51.956,421351317224.941,6.18441582172117,412.509354123275,4.19892116035099,51.3661193847656,3.57256007194519,,2.72731141679376,,12.7659578323364,1.88755786468172,1021434576.0,62.0,,7.517
1998,IRI,1,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,IRL,9,0.0,29.944444444444443,188.94444444444443,94.22222222222224,,,,Ireland,0.664938597257099,8.0,91.44384765625,,,55.445,90199410115.5097,8.76612168705877,24294.8547674007,7.63750387455973,91.8032760620117,4.28753995895386,,0.823869515994083,,99.4680862426758,1.04307683611147,3712696.0,93.0,,7.699
1998,ISL,7,0.0,25.0,176.0,70.0,20.666666666666668,169.0,60.0,Iceland,0.0752728641324802,10.0,94.1176452636719,,,73.798,8503693098.62271,7.36280095338691,31030.0535989181,6.21923063157008,93.9890747070313,6.78387022018433,399000000.0,,,95.2127685546875,1.07085904319717,274047.0,94.0,,3.069
1998,ISR,3,0.0,25.0,166.0,62.5,23.0,153.0,45.0,Israel,7.01153369215243,11.0,83.4224624633789,,,53.952,120056692192.311,4.11555506859686,20106.6307473306,1.76157752140871,83.0601119995117,6.42640018463135,3233000000.0,6.98021666560999,,14.8936166763306,2.28687869043162,5971000.0,83.0,,10.749
1998,ISV,9,0.0,24.75,182.16666666666663,90.0,44.0,165.0,75.0,,,,,,,,,,,,,,,,,,,,,,
1998,ITA,113,17.0,27.690631808278862,179.5795206971678,84.08169934640523,25.900584795321635,166.26315789473685,52.04093567251462,Italy,2.38130048660012,8.0,68.4491958618164,,,41.971,1270052525928.4,1.81061516197623,22318.1373007109,1.78132437367471,78.6885223388672,4.45031023025513,20539000000.0,1.64450887913205,,90.9574432373047,0.0287740158774372,56906744.0,73.0,,12.117
1998,JAM,6,0.0,33.166666666666664,181.5,98.0,,,,Jamaica,0.301717354312689,6.0,59.8930473327637,,,63.379,8787195622.43502,-2.33455354337816,3410.42776005243,-3.15379996478578,60.6557388305664,,223000000.0,0.544947828971664,,48.9361686706543,0.842367313769332,2576567.0,43.0,,6.915
1998,JPN,157,13.0,27.14206955046649,178.01823579304494,81.63528413910093,23.37254901960784,160.22549019607845,54.97058823529412,Japan,0.373358071360664,9.0,82.3529434204102,,,60.746,4098362709531.24,-1.27033049463975,32423.7556133801,-1.53824407565509,82.5136642456055,3.29797005653381,35334000000.0,0.938594774652954,,93.0851058959961,0.271729610231193,126400000.0,90.5,,4.078
1998,KAZ,60,2.0,25.807692307692307,181.28985507246372,77.4927536231884,23.13888888888889,164.88571428571427,56.94285714285714,Kazakhstan,1.1790263321583,9.0,13.9037437438965,,,61.833,22135245507.3656,-1.89999999942479,1468.66867224573,-0.189685362122489,20.7650279998779,,549000000.0,1.14973828325921,,52.6595726013184,-1.72841644846206,15071640.0,16.0,,13.13
1998,KEN,1,0.0,26.0,180.0,70.0,,,,Kenya,0.259020591693511,8.0,9.6256685256958,,,70.345,14093998843.7334,3.29021372249065,483.708632337355,0.549589375855788,36.6120223999023,,,1.22012251882916,,18.6170215606689,2.68916027366031,29137373.0,17.5,,2.841
1998,KGZ,1,0.0,32.0,177.0,75.0,,,,Kyrgyz Republic,0.644150725826316,9.0,16.0427799224854,,,72.439,1645963749.83146,2.12183528473682,345.138131648451,0.567202187300893,44.2622947692871,4.91963005065918,25000000.0,1.59063408754469,,37.2340431213379,1.53403815421676,4769000.0,25.0,,1.666
1998,KOR,37,12.0,20.26315789473684,174.47058823529412,69.82352941176471,18.545454545454547,161.6,54.4,"Korea, Rep.",3.07392859616021,6.0,63.1016044616699,,,56.401,383331833681.821,-5.12944816520964,8281.71948271445,-5.8118196273288,61.2021865844727,3.36813998222351,4027000000.0,2.79444200391705,,64.8936157226563,0.72186501759031,46286503.0,72.0,,6.963
1998,LAT,31,0.0,25.686666666666667,182.78666666666663,86.95,24.625,169.9375,60.6875,,,,,,,,,,,,,,,,,,,,,,
1998,LIE,8,0.0,25.58333333333333,178.5,80.25,21.571428571428573,160.0,53.0,Liechtenstein,,9.0,89.3048095703125,,,,2479699106.02264,7.76126283694691,77033.2123647915,6.35524449611071,90.7103805541992,,,,,90.4255294799805,1.3133397029292,32190.0,92.0,,
1998,LTU,7,0.0,24.07692307692308,178.1818181818182,73.54545454545455,34.8,164.4,58.0,Lithuania,0.875468022991666,10.0,63.6363639831543,,,52.637,11239547690.9797,7.47575872433057,3166.66653264509,8.25717906231543,62.8415298461914,6.11644983291626,304000000.0,1.22925433619046,,62.7659568786621,-0.724436206600195,3549331.0,65.5,,13.711
1998,LUX,1,0.0,23.0,168.0,57.0,,,,Luxembourg,0.768174963144547,11.0,93.5828857421875,,,49.933,20150053345.1878,6.67451218969963,47445.3810812051,5.3558373863186,98.9071044921875,,,0.63992050413869,,95.7446823120117,1.24387080269218,424700.0,97.0,,2.763
1998,MDA,2,0.0,29.0,169.0,65.0,25.0,168.0,54.0,Moldova,1.07559777555959,9.0,42.7807502746582,,,53.898,1698717504.65549,-6.54219207711182,578.734627562193,-6.50442976428336,45.3551902770996,,73000000.0,0.624855228169175,,61.1702117919922,-0.0403975726076274,2935227.0,49.5,,10.0
1998,MGL,3,0.0,19.33333333333333,175.5,67.5,,,,,,,,,,,,,,,,,,,,,,,,,
1998,MKD,3,0.0,22.0,182.0,74.0,18.0,,,North Macedonia,3.34499825451909,,34.2245979309082,,,34.987,3765745023.2074,3.37873564718296,1875.81662735988,2.83010081232176,25.1366119384766,,39000000.0,2.09823976120451,,22.340425491333,0.532116992485007,2007523.0,42.0,,34.5
1998,MON,4,0.0,33.666666666666664,183.8333333333333,89.83333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
1998,NED,22,11.0,23.95238095238096,187.42857142857144,86.42857142857143,22.74074074074074,169.7037037037037,61.66666666666666,,,,,,,,,,,,,,,,,,,,,,
1998,NOR,75,40.0,25.95402298850575,182.17241379310343,77.44827586206897,26.29032258064516,170.93548387096774,62.87096774193548,Norway,1.21492876864634,10.0,98.3957214355469,,,64.365,154230295158.447,2.66868662298907,34803.4634058738,2.05920290857982,97.814208984375,7.35759019851685,5069000000.0,2.15673766669647,,98.4042587280273,0.595410343346654,4431464.0,99.5,,3.737
1998,NZL,8,0.0,27.2,183.3333333333333,90.33333333333331,23.0,172.75,61.25,New Zealand,0.499605808401434,10.0,97.8609619140625,,,60.019,56227169851.0448,0.85907461138774,14738.4455703918,-0.031869245598827,90.163932800293,,1383000000.0,1.69528017523824,,93.6170196533203,0.887279888633483,3815000.0,98.5,,7.718
1998,POL,39,0.0,23.127659574468087,178.04255319148936,73.42553191489361,25.3125,169.34375,58.34375,Poland,1.51953661988301,,77.5401077270508,,,51.124,174685791563.561,4.64051496169573,4518.10822630174,4.6031092103283,72.1311492919922,4.94200992584229,4524000000.0,2.01908131442398,,74.4680862426758,0.0357533013623718,38663481.0,72.5,,9.935
1998,POR,2,0.0,31.0,183.0,77.0,21.0,157.0,54.0,,,,,,,,,,,,,,,,,,,,,,
1998,PRK,8,0.0,21.0,174.0,66.0,19.53846153846154,160.76923076923077,57.92307692307692,"Korea, Dem. People's Rep.",9.77263155678571,11.0,5.34759378433228,,,72.526,,,,,1.63934421539307,,,,,31.3829784393311,0.856095440228289,23023636.0,14.0,,2.974
1998,PUR,6,0.0,35.142857142857146,184.16666666666663,93.66666666666669,,,,,,,,,,,,,,,,,,,,,,,,,
1998,ROU,18,0.0,28.104166666666668,181.02083333333331,90.3125,22.0,168.22222222222223,58.55555555555556,Romania,2.50287761059747,,33.1550788879395,,,61.435,41696091973.7076,-2.02981290571721,1852.5549693339,-1.82682397441751,33.3333320617676,,504000000.0,3.00417486391887,,63.8297882080078,-0.206980241940766,22507344.0,48.0,,5.63
1998,RSA,2,0.0,19.0,175.0,75.0,18.0,160.0,59.0,,,,,,,,,,,,,,,,,,,,,,
1998,RUS,125,52.0,25.243055555555557,180.48842592592592,80.31018518518519,24.27898550724637,163.2264492753623,50.88405797101449,Russian Federation,2.47571717104483,8.0,21.3903751373291,,,50.386,270955486862.442,-5.2999616266239,1834.86181640625,-5.14311536211871,26.2295074462891,,,2.73264908865687,,15.957447052002,-0.165486143348056,147670784.0,23.5,,13.261
1998,SCG,2,0.0,19.0,181.0,84.0,18.0,180.0,72.0,,,,,,,,,,,,,,,,,,,,,,
1998,SLO,34,0.0,23.55813953488372,180.02439024390245,75.82926829268293,22.96153846153846,167.23809523809524,61.333333333333336,,,,,,,,,,,,,,,,,,,,,,
1998,SUI,69,14.0,26.739436619718308,183.0430359937402,87.57589984350547,25.485714285714284,168.17142857142858,60.25714285714286,,,,,,,,,,,,,,,,,,,,,,
1998,SVK,37,0.0,25.11111111111111,181.4,79.4888888888889,26.36842105263158,169.47368421052633,57.31578947368421,Slovak Republic,1.91022764904447,10.0,57.2192497253418,,,51.69,29856000671.216,4.07609747887876,5538.61646477184,3.93660252064379,70.4918060302734,,527000000.0,1.74433653315927,,89.361701965332,0.13412159848536,5390516.0,57.0,,12.421
