Year,NOC,Total Athletes,Medal Count,Average Age (M),Average Height (M),Average Weight (M),Average Age (F),Average Height (F),Average Weight (F),Country Name,Armed forces personnel (% of total labor force),"Compulsory education, duration (years)",Control of Corruption: Percentile Rank,Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),Government Effectiveness: Percentile Rank,"Government expenditure on education, total (% of GDP)","International tourism, expenditures (current US$)",Military expenditure (% of GDP),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",Political Stability and Absence of Violence/Terrorism: Percentile Rank,Population growth (annual %),"Population, total",Rule of Law: Percentile Rank,Strength of legal rights index (0=weak to 12=strong),"Unemployment, total (% of total labor force) (modeled ILO estimate)"
1988,FRA,334,31.0,23.65868794326241,177.50138504155126,72.09695290858726,21.45124716553288,167.02554744525548,55.92700729927007,France,,,,,,,1018847043277.17,4.74314219356484,17727.5108342779,4.18866519428298,,4.54472017288208,,2.96318060884889,,,0.530774426304589,57472651.0,,,
1988,FRG,444,129.0,25.535263548626578,182.05355805243445,81.76113191843528,22.861386138613863,171.58201058201058,60.285714285714285,,,,,,,,,,,,,,,,,,,,,,
1988,GAB,2,0.0,21.0,168.0,54.0,22.0,160.0,60.0,Gabon,,,,,,,3834503376.02992,12.8453532480867,4121.06580805912,9.75905592819331,,,,,,,2.7730763355268,930464.0,,,
1988,GAM,6,0.0,22.666666666666668,178.0,72.8,26.0,155.0,55.0,,,,,,,,,,,,,,,,,,,,,,
1988,GBR,461,54.0,26.005026336712383,181.37671326754383,78.70984987745098,21.664508758568164,163.79531607006854,52.45011424219345,United Kingdom,,,,,,,910122732123.799,5.73241360174049,15987.1680775688,5.4978805898642,,4.26831007003784,,4.21428762838849,,,0.222063893961785,56928327.0,,,
1988,GDR,311,213.0,26.144927536231886,181.25564713064716,83.17490842490842,22.01442307692308,172.44927536231884,63.06280193236715,,,,,,,,,,,,,,,,,,,,,,
1988,GEQ,6,0.0,23.0,174.66666666666666,75.0,20.5,158.0,49.0,,,,,,,,,,,,,,,,,,,,,,
1988,GHA,16,0.0,21.23076923076923,174.07692307692307,68.15384615384616,20.125,166.28571428571428,64.625,Ghana,,,,,,,5197765031.64557,5.62816876359457,354.272046177514,3.02997682271507,,3.18741989135742,,0.437880517503805,,,2.49051023557603,14671677.0,,,
1988,GRE,62,1.0,24.11111111111111,181.27777777777777,82.44444444444444,19.63636363636364,163.0,53.78947368421053,,,,,,,,,,,,,,,,,,,,,,
1988,GRN,6,0.0,24.666666666666668,170.0,68.0,23.666666666666668,162.0,54.0,,,,,,,,,,,,,,,,,,,,,,
1988,GUA,34,0.0,25.365853658536587,172.0,64.65517241379311,20.818181818181817,157.375,48.5,,,,,,,,,,,,,,,,,,,,,,
1988,GUI,6,0.0,19.0,170.0,71.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
1988,GUM,20,0.0,24.45,178.42105263157896,76.47368421052632,24.6,164.5,55.16666666666666,Guam,,,,,,,,,,,,,,,,,2.14181607099144,133079.0,,,
1988,GUY,8,0.0,24.571428571428573,171.71428571428572,65.42857142857143,28.0,168.0,56.0,Guyana,,,,,,,413799990.0,-3.69353310075873,545.586380117345,-3.0261367133602,,,,2.66376601401982,,,-0.690602131394489,758450.0,,,
1988,HAI,4,0.0,27.75,178.75,78.5,23.0,180.0,110.0,,,,,,,,,,,,,,,,,,,,,,
1988,HKG,51,0.0,28.288359788359788,172.2883597883598,64.84126984126983,20.0,163.66666666666666,56.5,"Hong Kong SAR, China",,,,,,,59707404560.5944,8.5115416731534,10609.7456394545,7.60335814681792,,,,,,,0.840468540728853,5627600.0,,,
1988,HON,8,0.0,20.23076923076923,172.92307692307693,63.69230769230769,16.0,166.0,51.0,,,,,,,,,,,,,,,,,,,,,,
1988,HUN,193,44.0,24.695833333333333,180.3125,77.62083333333334,20.87804878048781,164.8395061728395,54.901234567901234,Hungary,,,,,,,29702631093.8815,-0.0652631433037101,2803.06398657229,0.0880272078163102,,,,3.59622327131352,,,-0.153272935554963,10596487.0,,,
1988,INA,29,3.0,20.454545454545453,171.1875,63.121212121212125,26.6,156.3,51.9,,,,,,,,,,,,,,,,,,,,,,
1988,IND,49,0.0,24.21276595744681,169.5609756097561,64.1,23.09090909090909,164.77777777777777,51.22222222222222,India,,,,,,,296589670895.932,9.62778291607844,355.738409768732,7.25916602295547,,,,3.72867178276269,,,2.184281790986,833729681.0,,,
1988,IRI,23,1.0,22.807692307692307,171.42307692307693,66.34615384615384,,,,,,,,,,,,,,,,,,,,,,,,,
1988,IRL,61,0.0,26.32307692307692,178.515625,71.203125,22.846153846153847,168.23076923076923,64.38461538461539,Ireland,,,,,,,37772896220.7559,5.21741286237005,10715.8702780539,5.66837674114522,,5.0161600112915,,1.1994341526595,,,-0.427686063650556,3524949.0,,,
1988,IRQ,27,0.0,25.454545454545453,173.2,71.36363636363636,,,,Iraq,,,,,,,62684516129.0319,-0.019036937497745,3690.0711935244,-2.31046541645114,,,,,,,2.31853630550079,16987346.0,,,
1988,ISL,35,0.0,25.05128205128205,185.11111111111111,85.30555555555556,21.11111111111111,173.375,60.5,Iceland,,,,,,,6106635816.24587,-0.0897260217433882,24451.9733172334,-1.64234784167458,,,,,,,1.56621758114814,249740.0,,,
1988,ISR,18,0.0,24.285714285714285,175.71428571428572,72.85714285714286,17.875,164.125,50.375,Israel,,,,,,,52349277417.0739,2.91001619909804,11785.0692069054,1.21878900807278,,,,15.9470945572914,,,1.65705755029368,4442000.0,,,
1988,ISV,28,1.0,40.54878048780488,179.05,72.45,21.25,173.33333333333334,64.33333333333333,,,,,,,,,,,,,,,,,,,,,,
1988,ITA,313,37.0,25.21421975992613,180.01580459770116,80.93869731800767,22.58823529411765,167.27173913043478,56.09782608695652,Italy,,,,,,,891608957155.608,4.19437730753005,15744.6612635428,4.14404212443536,,4.59277009963989,,2.07285745924484,,,0.0483205970471755,56629288.0,,,
1988,IVB,3,0.0,24.25,179.0,72.25,,,,,,,,,,,,,,,,,,,,,,,,,
1988,JAM,39,7.0,23.86111111111111,179.83333333333334,78.63888888888889,24.21052631578948,171.73684210526315,58.63157894736842,Jamaica,,,,,,,3828342820.3494,3.97430201540303,1625.75789517578,3.15480186766007,,3.94086003303528,,0.807990671996954,,,0.791298188886025,2354805.0,,,
1988,JOR,7,0.0,21.428571428571427,165.8,64.0,26.0,166.0,66.0,Jordan,,,,,,,6277451829.05325,1.4621698230338,1988.31165596774,-3.1168051102358,,4.0475001335144,,9.36361469576765,,,4.61799413984365,3157177.0,,,
1988,JPN,308,21.0,25.99719887955182,173.75213675213675,72.65550807217474,20.71875,159.88679245283018,51.33962264150944,Japan,,,,,,,3125724434400.79,6.66163652201594,25499.8811728107,6.21872855329639,,5.55604982376099,,0.94970885873148,,,0.416110342195181,122578000.0,,,
1988,KEN,74,9.0,25.95,174.53658536585365,68.36585365853658,24.83333333333333,166.33333333333334,54.0,Kenya,,,,,,,8355380879.12955,6.20318382314591,386.355948566717,2.54935525168185,,6.60055017471313,,2.94555339497599,,,3.50098905227389,21626122.0,,,
1988,KOR,426,77.0,23.420875420875426,174.4874651810585,68.03760445682451,19.28502415458937,164.79601990049753,55.83084577114428,"Korea, Rep.",,,,,,,199591287824.777,11.9877155593824,4748.64064406123,10.8964951913226,,2.74737000465393,,4.28121593799201,,,0.979189224150187,42031247.0,,,
1988,KSA,9,0.0,23.83333333333333,164.23076923076923,62.5,,,,,,,,,,,,,,,,,,,,,,,,,
1988,KUW,25,0.0,21.484848484848484,175.51612903225808,73.06451612903226,,,,,,,,,,,,,,,,,,,,,,,,,
1988,LAO,3,0.0,22.0,160.5,52.0,23.0,160.0,50.0,Lao PDR,,,,,,,598961269.297879,-2.01020105305003,146.985767298847,-4.78193216552478,,,,,,,2.86936689074402,4074961.0,,,
1988,LBA,6,0.0,25.6,179.0,79.6,,,,,,,,,,,,,,,,,,,,,,,,,
1988,LBR,8,0.0,24.125,168.75,56.25,22.0,168.0,59.0,Liberia,,,,,,,1038300000.0,-2.04189816843399,425.595754125918,-4.73975832809816,,,,2.40778195126649,,,2.79273225806466,2439639.0,,,
1988,LES,6,0.0,23.33333333333333,165.0,61.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,
1988,LIB,25,0.0,22.24324324324324,173.78571428571428,72.46428571428571,17.666666666666668,167.0,57.333333333333336,,,,,,,,,,,,,,,,,,,,,,
1988,LIE,25,1.0,24.5,178.36363636363637,73.86363636363636,20.0,166.91666666666666,59.5,Liechtenstein,,,,,,,1161757671.01756,5.6337983064256,41574.4943822489,4.11415949597674,,,,,,,1.44903951995967,27944.0,,,
1988,LUX,9,0.0,24.9,180.8,75.1,26.25,163.75,53.0,Luxembourg,,,,,,,9418167855.18376,8.46328294386214,25219.3542781732,7.6791060421392,,4.014319896698,,0.951494528594597,,,0.725614578503426,373450.0,,,
1988,MAR,30,3.0,23.60869565217392,173.32,60.095238095238095,27.5,165.66666666666666,49.333333333333336,Morocco,,,,,,,25705296183.5037,11.8752359788078,1076.0927734375,9.78490327628849,,4.57781982421875,,4.12851581775317,,,1.87516165815164,23720590.0,,,
1988,MAS,9,0.0,22.22222222222222,178.33333333333334,71.0,19.375,163.2,50.0,,,,,,,,,,,,,,,,,,,,,,
1988,MAW,16,0.0,26.77272727272728,163.47619047619048,66.0,,,,,,,,,,,,,,,,,,,,,,,,,
1988,MDV,7,0.0,19.88888888888889,163.44444444444446,54.66666666666666,,,,Maldives,,,,,,,168514513.375071,8.73034178601351,798.041832615416,5.17533951432077,,,,,,,3.32420308817688,211160.0,,,
1988,MEX,94,2.0,26.567430025445294,175.99583333333334,81.99166666666667,21.53333333333333,170.72413793103448,59.13793103448276,Mexico,,,,,,,181611150496.787,1.21826122938586,2302.02195363862,-0.499045091873711,,,,0.536145374184792,,,1.71119463203751,78892015.0,,,
1988,MGL,31,1.0,23.548387096774192,171.8,68.4,23.5,169.0,63.42857142857143,,,,,,,,,,,,,,,,,,,,,,
1988,MLI,6,0.0,22.8,186.0,82.0,18.0,,,Mali,,,,,,,2169040603.19394,7.38972104432425,251.70259906719,5.60586865104868,,,,2.21346810206719,,,1.67505261972126,8617474.0,,,
1988,MLT,6,0.0,22.4,167.0,64.4,30.0,170.0,61.0,Malta,,,,,,,2019474244.19359,8.41423629574012,5814.36477130523,7.52775697210981,,3.33823990821838,,1.22106673142782,,,0.821039289346079,347325.0,,,
1988,MON,11,0.0,27.58333333333333,179.2,78.6,22.0,165.0,58.0,,,,,,,,,,,,,,,,,,,,,,
1988,MOZ,8,0.0,22.75,176.83333333333334,70.66666666666667,16.5,159.75,63.0,Mozambique,,,,,,,,8.19999517973046,,8.26697730778957,,,,5.30903328050713,,,-0.0618866974737114,12956772.0,,,
1988,MRI,8,0.0,24.666666666666668,177.77777777777777,73.33333333333333,26.0,162.5,45.5,,,,,,,,,,,,,,,,,,,,,,
1988,MTN,6,0.0,26.0,175.28571428571428,78.71428571428571,,,,,,,,,,,,,,,,,,,,,,,,,
1988,MYA,2,0.0,,,,26.666666666666668,161.66666666666666,43.333333333333336,,,,,,,,,,,,,,,,,,,,,,
1988,NED,158,52.0,25.27692307692308,185.85365853658536,81.48780487804878,24.23711340206185,173.58333333333334,64.79166666666667,,,,,,,,,,,,,,,,,,,,,,
1988,NEP,16,0.0,26.33333333333333,166.35294117647058,56.8235294117647,18.0,156.0,50.66666666666666,,,,,,,,,,,,,,,,,,,,,,
1988,NGR,71,0.0,26.56716417910448,175.76923076923077,75.85106382978724,22.266666666666666,170.8181818181818,63.90909090909091,,,,,,,,,,,,,,,,,,,,,,
1988,NIG,6,0.0,,172.33333333333334,54.0,,,,,,,,,,,,,,,,,,,,,,,,,
1988,NOR,132,33.0,25.03496503496504,180.7846153846154,77.33846153846154,23.745098039215687,173.56521739130434,65.21739130434783,Norway,,,,,,,101900260856.222,-0.255126895859874,24207.281468963,-0.790236740408844,,5.86597013473511,,2.8930898629137,,,0.537922759339233,4209488.0,,,
1988,NZL,94,24.0,28.527508090614887,180.6950354609929,84.55376344086022,27.125,168.0,58.8,New Zealand,,,,,,,45176811594.2029,-0.35454093127548,13759.1556295922,-0.627675222442718,,4.4258599281311,,2.07870816106926,,,0.274482468222468,3283400.0,,,
1988,OMA,8,0.0,25.0,169.69230769230768,64.07692307692308,,,,,,,,,,,,,,,,,,,,,,,,,
1988,PAK,30,1.0,23.03125,174.86666666666667,67.83870967741936,,,,Pakistan,,,,,,,38472742808.3167,7.62527877958999,356.335215384388,3.92032622901981,,,,6.78581073127497,,,3.50310414413814,107967838.0,,,
1988,PAN,6,0.0,23.88888888888889,170.0,66.44444444444444,,,,Panama,,,,,,,5902783400.0,-13.3798437826625,2514.15393251871,-15.2463036631368,,,,2.1109857421274,,,2.1783179359972,2347821.0,,,
1988,PAR,10,0.0,27.384615384615383,175.75,70.125,,,,,,,,,,,,,,,,,,,,,,,,,
1988,PER,21,12.0,27.727272727272727,177.9090909090909,80.45454545454545,22.33333333333333,175.2,64.26666666666667,Peru,,,,,,,15439408447.2,-9.44127344629392,730.20976255024,-11.4647260062765,,,,2.18520096250158,,,2.25975036452914,21143799.0,,,
1988,PHI,32,1.0,23.02777777777778,169.97222222222223,65.25,19.0,167.14285714285714,52.85714285714285,,,,,,,,,,,,,,,,,,,,,,
1988,PNG,11,0.0,24.2,169.44444444444446,63.27272727272727,24.666666666666668,160.66666666666666,59.0,Papua New Guinea,,,,,,,3656177880.70625,2.90924048446031,993.620829993457,0.691224144230887,,,,1.26628600271302,,,2.17887920258063,3679651.0,,,
1988,POL,175,21.0,25.90909090909091,179.89204545454547,78.09375,24.559322033898304,168.0677966101695,60.067796610169495,Poland,,,,,,,,,,,,,,2.59205508117047,,,0.414457482867701,37824487.0,,,
1988,POR,73,1.0,23.079166666666666,176.32,69.36,20.53333333333333,158.33333333333334,48.266666666666666,,,,,,,,,,,,,,,,,,,,,,
1988,PRK,6,0.0,16.4,168.0,52.0,20.8,160.0,61.0,"Korea, Dem. People's Rep.",,11.0,,,,,,,,,,,,,,,1.46417112328657,20197464.0,,,
1988,PUR,56,0.0,25.5625,188.17391304347825,79.78125,21.444444444444443,167.0,57.0,,,,,,,,,,,,,,,,,,,,,,
1988,QAT,10,0.0,22.545454545454547,176.76923076923077,70.38461538461539,,,,Qatar,,,,,,,6038187032.96703,5.90444950150726,14650.7442409826,2.11401675115243,,,,16.2723508803858,,,3.64472675076002,412142.0,,,
1988,ROU,82,58.0,25.95210727969349,177.36904761904762,77.57738095238095,20.42452830188679,164.90196078431373,58.63725490196079,Romania,,,,,,,40424528301.8868,,1753.19285632198,,,,,4.20547061246542,,,0.470502241971901,23057662.0,,,
1988,RWA,6,0.0,25.25,169.0,63.25,20.0,159.0,52.25,Rwanda,,,,,,,2395492686.78165,4.49882499325547,344.478185035416,1.22069979479289,,3.33534002304077,,1.59426066161817,,,3.18725478939529,6953975.0,,,
1988,SAM,11,0.0,23.0,172.27272727272728,73.45454545454545,,,,,,,,,,,,,,,,,,,,,,,,,
1988,SEN,23,1.0,25.181818181818183,181.35,75.79166666666667,22.0,172.0,68.0,Senegal,,,,,,,6418419388.63499,-0.816575488243529,902.26986433309,-3.6580875830529,,,,2.11178451178451,,,2.90674570037734,7113636.0,,,
1988,SGP,8,0.0,21.57692307692308,178.42307692307693,70.8076923076923,38.0,155.0,52.0,Singapore,,,,,,,25371462488.1292,11.26359213382,8914.44122574729,8.47550112413526,,3.65207004547119,,4.54786526287383,,,2.53777386733667,2846108.0,,,
1988,SLE,12,0.0,22.83333333333333,176.44444444444446,73.5625,24.0,172.0,61.0,Sierra Leone,,,,,,,1055083945.37738,-7.07999999952222,260.115389686537,-9.56208785730385,,,,0.854102900451829,,,2.70753463158463,4056215.0,,,
1988,SMR,16,0.0,24.0,179.27272727272728,76.45454545454545,,,,San Marino,,,,,,,,,,,,,,,,,0.466885394224667,22542.0,,,
1988,SOL,4,0.0,23.0,172.25,67.0,,,,,,,,,,,,,,,,,,,,,,,,,
1988,SOM,5,0.0,23.25,176.0,62.4,,,,Somalia,,,,,,,1051596967.1287,3.41524772059689,146.861629038787,3.37976239868124,,,,17.4357168016907,,,0.0343193215769438,7160461.0,,,
1988,SRI,6,0.0,27.2,169.6,60.8,18.25,170.5,59.5,,,,,,,,,,,,,,,,,,,,,,
1988,SUD,8,0.0,27.8,172.125,65.625,,,,,,,,,,,,,,,,,,,,,,,,,
1988,SUI,171,28.0,28.921875,181.98500881834212,85.58201058201058,25.65753424657534,168.72058823529412,59.48529411764706,,,,,,,,,,,,,,,,,,,,,,
1988,SUR,6,1.0,20.33333333333333,179.83333333333334,70.16666666666667,23.0,164.0,60.0,Suriname,,,,,,,1161000000.0,7.79999999914187,2887.06143895519,6.38675333568601,,,,,,,1.31965880347574,402139.0,,,
1988,SWE,255,46.0,24.08826945412311,181.56642512077292,73.56280193236715,24.69767441860465,170.2325581395349,61.16279069767442,Sweden,,,,,,,206986674500.588,2.55903866544574,24534.6938164191,2.08876051884084,,,,2.58528674880736,,,0.459598369773659,8436489.0,,,
1988,SWZ,11,0.0,24.666666666666668,167.16666666666666,69.91666666666667,,,,Eswatini,,,,,,,692026454.737872,6.56982157105446,871.093702859988,1.7721043680033,,5.51155996322632,,1.26009025614949,,,4.60643292677067,794434.0,,,
1988,SYR,13,0.0,22.76923076923077,170.23076923076923,73.23076923076923,,,,Syrian Arab Republic,,,,,,,10577041826.0519,18.0111401002195,907.295307032246,14.1981760033192,,3.61585998535156,,7.85392938343537,,,3.28437024940861,11657772.0,,,
1988,TAN,10,0.0,23.5,167.3,62.1,,,,,,,,,,,,,,,,,,,,,,,,,
1988,TCH,222,16.0,24.535714285714285,181.43298969072168,79.79381443298969,21.59504132231405,167.1818181818182,57.25252525252525,,,,,,,,,,,,,,,,,,,,,,
1988,TGA,5,0.0,23.0,184.6,85.0,20.0,180.0,78.0,,,,,,,,,,,,,,,,,,,,,,
1988,THA,14,1.0,23.76923076923077,167.72727272727272,59.90909090909091,32.0,153.0,52.5,Thailand,,,,,,,61667253471.3736,13.2881140717644,1154.5804025704,11.3117398931244,,2.75342011451721,,2.93350108988332,,,1.75995233970907,53410965.0,,,
1988,TOG,6,0.0,23.33333333333333,173.0,64.83333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
1988,TPE,81,0.0,23.99206349206349,171.35101010101008,70.53138528138528,19.5,164.92156862745097,53.64705882352941,,,,,,,,,,,,,,,,,,,,,,
1988,TTO,6,0.0,25.2,177.0,70.8,21.2,167.2,59.2,Trinidad and Tobago,,,,,,,4496852073.46896,-3.91972405050394,3612.99441158073,-4.93801210814809,,,,,,,1.06548669110807,1244633.0,,,
1988,TUN,41,0.0,24.45,181.275,73.4,21.8,162.0,59.0,Tunisia,,,,,,,10096245762.4352,0.0721590773964209,1251.27166092792,-2.33992981753137,,,,2.10347585171822,,,2.43987392664688,8068788.0,,,
1988,TUR,49,2.0,23.0,174.54901960784315,70.23529411764706,20.5,167.25,56.375,Turkiye,,,,,,,90875175808.7201,2.3207367939484,1738.37644483375,0.313037490932217,,,,2.93220863643399,,,1.98166866487137,52275890.0,,,
1988,UAE,12,0.0,19.473684210526315,171.80555555555554,63.41666666666666,,,,,,,,,,,,,,,,,,,,,,,,,
1988,UGA,24,0.0,23.454545454545453,171.54545454545453,65.31818181818181,24.625,166.75,55.375,Uganda,,,,,,,6508931651.66667,8.26707354577805,394.736136326923,4.88493787817393,,5.10365009307861,,2.45988196514221,,,3.17371581667772,16489323.0,,,
1988,URS,584,366.0,25.4480198019802,181.069900912937,79.84848029392117,22.883458646616543,165.15891472868216,53.06492248062016,,,,,,,,,,,,,,,,,,,,,,
1988,URU,15,0.0,24.4375,181.3125,79.1875,22.0,160.0,55.0,,,,,,,,,,,,,,,,,,,,,,
1988,USA,644,214.0,25.826247689463955,177.51800847457628,76.18661236424394,22.443513119533527,158.7404970760234,49.30482456140351,United States,,,,,,,5236438000000.0,4.17698239778066,21417.0119305191,3.23533792848181,,,,6.0712777020948,,,0.907999040167679,244499000.0,,,
1988,VAN,4,0.0,24.0,170.0,65.75,20.0,163.0,52.0,,,,,,,,,,,,,,,,,,,,,,
1988,VEN,17,0.0,23.33333333333333,169.57142857142858,63.06666666666667,22.5,166.5,64.5,"Venezuela, RB",,,,,,,60226413793.1034,5.82136841978142,3203.40144542503,3.16403814280312,,3.62941002845764,,1.81610508280982,,,2.54321442622195,18800770.0,,,
1988,VIE,9,0.0,23.7,167.6,57.7,19.0,158.0,46.0,,,,,,,,,,,,,,,,,,,,,,
1988,VIN,6,0.0,21.0,,,18.0,157.0,57.0,,,,,,,,,,,,,,,,,,,,,,
1988,YAR,8,0.0,20.125,169.14285714285714,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
1988,YMD,5,0.0,23.6,175.0,63.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,
1988,YUG,177,69.0,24.06936416184972,184.37654320987653,79.91975308641975,22.57627118644068,175.1818181818182,65.18181818181819,,,,,,,,,,,,,,,,,,,,,,
1988,ZAM,29,0.0,24.03030303030303,172.78125,68.09375,,,,,,,,,,,,,,,,,,,,,,,,,
1988,ZIM,29,0.0,26.105263157894736,179.68421052631578,74.26315789473684,20.88888888888889,163.0,53.66666666666666,,,,,,,,,,,,,,,,,,,,,,
1992,AHO,6,0.0,28.8,178.66666666666666,83.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,
1992,ALB,7,0.0,25.285714285714285,,81.33333333333333,25.5,163.0,57.0,Albania,4.56208542048741,,,,,45.315,652174990.837304,-7.18711091500037,200.852219772323,-6.62255121235502,,,,4.6708878237371,,,-0.606434726201759,3247039.0,,,30.007
1992,ALG,39,2.0,23.3,171.73684210526315,64.3,20.25,158.0,50.5,,,,,,,,,,,,,,,,,,,,,,
1992,AND,13,0.0,21.0,170.69230769230768,67.53846153846153,18.0,167.0,63.5,Andorra,,,,,,,1209992020.29543,0.929214040125956,21123.0560601824,-2.32861318191536,,,,,,,3.28107716659174,57283.0,,,
1992,ANG,28,0.0,24.74074074074074,188.1,84.2,20.0,163.0,52.0,,,,,,,,,,,,,,,,,,,,,,
1992,ANT,13,0.0,25.384615384615383,174.9,65.0,25.6,163.66666666666666,59.333333333333336,,,,,,,,,,,,,,,,,,,,,,
1992,ARG,104,2.0,24.616071428571427,178.28813559322035,75.68032786885246,22.044444444444444,165.58333333333334,60.5,Argentina,0.455326004312568,,,,,56.867,228778917308.17,7.93729155643076,6815.32932969825,6.45007313090611,,,,1.42122223348777,,,1.38743464174592,33568285.0,,,6.36
1992,ARU,5,0.0,27.0,174.33333333333334,71.0,32.0,162.0,56.0,,,,,,,,,,,,,,,,,,,,,,
1992,ASA,3,0.0,25.666666666666668,,89.5,,,,,,,,,,,,,,,,,,,,,,,,,
1992,AUS,301,57.0,24.590733590733592,182.5260663507109,80.63054187192118,22.75,168.9537037037037,60.833333333333336,Australia,0.791544627169676,,,,,56.124,325518458076.533,0.427678437851654,18623.7917363989,-0.690436666464393,,4.68267011642456,,2.16874608012627,,,1.11959770147047,17478635.0,,,10.733
1992,AUT,164,35.0,27.421834625323,184.758547008547,87.1431623931624,24.328125,169.98275862068965,61.706896551724135,Austria,1.20479717376488,,,,,54.558,195078126721.763,2.09352461709183,24880.1641180361,0.97609224004664,,5.2969799041748,,1.09921407158669,,,1.10055228652823,7840709.0,,,3.59
1992,BAH,14,1.0,24.6,183.0,80.25,24.33333333333333,169.0,59.333333333333336,,,,,,,,,,,,,,,,,,,,,,
1992,BAN,6,0.0,23.625,169.57142857142858,63.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,
1992,BAR,17,0.0,26.3,180.78571428571428,73.92857142857143,24.0,,,,,,,,,,,,,,,,,,,,,,,,
1992,BEL,73,3.0,25.61428571428572,181.768115942029,78.21212121212122,23.325,170.10256410256412,58.64102564102564,Belgium,1.93570186466896,,,,,46.305,234781652446.675,1.53065494385902,23372.619171015,1.11956586015556,,,,1.83233253009366,,,0.405713495856337,10045158.0,,,6.702
1992,BEN,6,0.0,24.0,177.8,72.0,20.0,162.5,62.0,Benin,0.327077585139464,,,,,71.07,1695315305.70308,2.95771082720395,310.623720074924,-0.149859619960992,,,,,,,3.06478636575957,5457778.0,,,1.51
1992,BER,21,0.0,24.23809523809524,184.8,86.4,22.666666666666668,162.25,56.75,,,,,,,,,,,,,,,,,,,,,,
1992,BHU,6,0.0,27.0,164.0,60.0,17.333333333333332,163.0,57.0,,,,,,,,,,,,,,,,,,,,,,
1992,BIH,10,0.0,25.857142857142858,196.0,126.0,27.5,162.25,50.75,Bosnia and Herzegovina,4.11000848716753,,,,,36.642,4735044707.23969,-6.43690771039324,1107.42369308625,-1.47713797610386,,,,,,,-5.16526304355897,4275730.0,,,18.481
1992,BIZ,10,0.0,22.647058823529413,177.23529411764707,69.23529411764706,20.0,,,,,,,,,,,,,,,,,,,,,,,,
1992,BOL,18,0.0,26.3,170.75,65.44444444444444,24.33333333333333,164.66666666666666,50.16666666666666,Bolivia,1.0453061832474,,,,,67.372,5643868748.68126,1.64649818317069,763.260608937804,-0.408970621117135,,,,2.50611883346961,,,2.04289956762452,7394419.0,,,3.028
1992,BOT,6,0.0,27.666666666666668,176.83333333333334,67.16666666666667,,,,,,,,,,,,,,,,,,,,,,,,,
1992,BRA,189,14.0,25.844919786096256,184.3049645390071,78.93617021276596,22.887096774193548,171.275,58.55882352941177,Brazil,0.453454198077434,,,,,59.646,328191909882.232,-0.54407204977727,2105.13307778769,-2.17997980598244,,,,1.52152886115445,,,1.65853493143757,155900790.0,,,7.086
1992,BRN,10,0.0,24.866666666666667,167.92857142857142,72.78571428571429,,,,Brunei Darussalam,3.43079654518788,,,,,62.701,4183632940.38492,4.75858084552159,15080.7197147422,1.90526367250791,,3.74768996238708,,6.24514478073449,,,2.76148786574345,277416.0,,,4.772
1992,BUL,173,17.0,26.489001692047378,181.0254901960784,84.26974951830444,22.239482200647245,163.481884057971,56.49637681159421,,,,,,,,,,,,,,,,,,,,,,
1992,BUR,4,0.0,25.5,189.66666666666663,82.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
1992,CAF,15,0.0,24.27777777777778,183.6,72.6,19.0,,,Central African Republic,0.350810723582198,,,,,66.31,1411917553.12436,-6.42407819946331,471.940639344552,-9.35406628817103,,,,1.64212531741423,,,3.18120254870409,2991727.0,,,5.672
1992,CAN,407,80.0,25.189084507042253,177.52362082362083,78.51123339411305,21.046,158.4251012145749,47.74392712550608,Canada,0.554721106184241,,,,,58.342,594387358318.855,0.89046625458775,20950.3305287651,-0.296709502414004,,6.74663019180298,,1.86168769986295,,,1.18367554138942,28371264.0,,,11.197
1992,CAY,10,0.0,26.63636363636364,180.11111111111111,76.0,,,,,,,,,,,,,,,,,,,,,,,,,
1992,CGO,7,0.0,24.88888888888889,176.42857142857142,71.71428571428571,19.0,170.0,52.0,,,,,,,,,,,,,,,,,,,,,,
1992,CHA,6,0.0,24.2,181.66666666666663,65.0,17.0,160.0,60.0,,,,,,,,,,,,,,,,,,,,,,
1992,CHI,17,0.0,25.291666666666668,173.35294117647058,72.11764705882354,22.33333333333333,170.0,60.0,Channel Islands,,,,,,53.916,,,,,,,,,,,0.320205656429047,142011.0,,,6.1
1992,CHN,282,85.0,24.788461538461537,174.3925318761384,68.75352733686067,22.8224043715847,164.8079365079365,60.67301587301588,China,0.482127803808331,,,,,76.849,426915712715.856,14.2245295924965,366.460692306116,12.8332095800347,,1.65455996990204,,2.44954206753443,,,1.2255362283362,1164970000.0,,,2.37
